english	translation	category	sub_category	source
Slash	Dilacerar	inventoryActions	item	Prop sword
Collections overview	Visão geral das coleções	inventoryActions	item	Collection log
Collections Overview	Visão geral das coleções	inventoryActions	item	Collection log
Collection Log	Coleção	inventoryActions	item	Collection log
Trophy Emote	Emote de Troféu	inventoryActions	item	Twisted dragon trophy
Twisted Relic Emote	Emote de Relíquia Twisted League	inventoryActions	item	Twisted cane
Use	Usar	inventoryActions	item	Plank sack
Open-All	Abrir-Tudo	inventoryActions	item	Supply crate
Trailblazer Relic Emote	Emote de Relíquia Trailblazer	inventoryActions	item	Trailblazer cane
Trailblazer Area Emote	Emote de Área Trailblazer	inventoryActions	item	Trailblazer cane
Change-Style	Mudar-Estilo	inventoryActions	item	Infernal harpoon (or)
Fairy-Ring	Anel-Fadas	inventoryActions	item	Fairy mushroom
Spirit-tree	Árvore-espiritual	inventoryActions	item	Fairy mushroom
Tool-leprechauns	Leprechaun-da-ferramenta	inventoryActions	item	Fairy mushroom
Teleport-back	Teleportar-de volta	inventoryActions	item	Crystal of echoes
Check-memories	Checar-memórias	inventoryActions	item	Crystal of echoes
Save-memory	Salvar-memória	inventoryActions	item	Crystal of echoes
League Debug	League Debug	inventoryActions	item	League tomato
Setups	Setups	inventoryActions	item	League tomato
Skill Emote	Ação de habilidade	inventoryActions	item	Shattered cane
Boss Emote	Ação de chefe	inventoryActions	item	Shattered cane
Quest Emote	Ação de missão	inventoryActions	item	Shattered cane
Fragment Emote	Ação de fragmento	inventoryActions	item	Shattered cane
Air Altar	Altar do Ar	inventoryActions	item	Ring of the elements
Water Altar	Altar da Água	inventoryActions	item	Ring of the elements
Earth Altar	Altar da Terra	inventoryActions	item	Ring of the elements
Fire Altar	Altar do Fogo	inventoryActions	item	Ring of the elements
Jalsavrah	Jalsavrah	inventoryActions	item	Pharaoh's sceptre
Jaleustrophos	Jaleustrophos	inventoryActions	item	Pharaoh's sceptre
Jaldraocht	Pirâmide de Jaldraocht	inventoryActions	item	Pharaoh's sceptre
Jaltevas	Jaltevas	inventoryActions	item	Pharaoh's sceptre
Accept trick-or-treat	Aceitar gostosura-ou-travessura	inventoryActions	item	Treat cauldron
Forestry kit	Kit do Lenhador	inventoryActions	item	Forestry basket
Log basket	Cesto de lenhas	inventoryActions	item	Forestry basket
Empty basket	Esvaziar cesto	inventoryActions	item	Forestry basket
Ancient Vault	Cofre Antigo	inventoryActions	item	Ring of shadows
Ghorrock Dungeon	Masmorra de Ghorrock	inventoryActions	item	Ring of shadows
The Scar	A Cicatriz	inventoryActions	item	Ring of shadows
Lassar Undercity	Cidade Inferior Lassar	inventoryActions	item	Ring of shadows
The Stranglewood	Floresta do Estrângulo (Stranglewood)	inventoryActions	item	Ring of shadows
Darkfrost	Darkfrost	inventoryActions	item	Pendant of ates
Twilight Temple	Templo Crepuscular	inventoryActions	item	Pendant of ates
Ralos' Rise	Montanha de Ralos	inventoryActions	item	Pendant of ates
North Aldarin	Norte de Aldarin	inventoryActions	item	Pendant of ates
Kastori	Kastori	inventoryActions	item	Pendant of ates
Nemus Retreat	Retiro Nemus	inventoryActions	item	Pendant of ates
Colour	Colorir	inventoryActions	item	Beige pumpkin (disgusted)
Carve	Esculpir	inventoryActions	item	Beige pumpkin (disgusted)
Withdraw-all	Retirar-tudo	inventoryActions	item	Forager's pouch
Withdraw-last	Retirar-último	inventoryActions	item	Forager's pouch
Current-step	Passo-atual	inventoryActions	item	Clue compass
Collect	Coletar	inventoryActions	item	Pocket kingdom
Manage-kingdom	Administrar-Reino	inventoryActions	item	Pocket kingdom
Relic Emote	Emote de Relíquia	inventoryActions	item	Raging echoes cane
Area Emote	Emote de Área	inventoryActions	item	Raging echoes cane
Detach	Retirar	inventoryActions	item	Echo venator bow
Detatch	Retirar	inventoryActions	item	Echo ahrim's robeskirt 75
Create-book	Criar livro	inventoryActions	item	Bronze staff of collection
Bryophyta	Bryophyta	inventoryActions	item	Giantsoul amulet
Obor	Obor	inventoryActions	item	Giantsoul amulet
Branda and Eldric	Branda e Eldric	inventoryActions	item	Giantsoul amulet
Radius	Radius	inventoryActions	item	Soulflame horn
Max Players	Max de jogadores	inventoryActions	item	Soulflame horn
Wipe	Tirar suor	inventoryActions	item	Jim's wet cloth
Gl. Attenuation	Gl. Attenuation	inventoryActions	item	Contract of glyphic attenuation
Se. Clouding	Se. Clouding	inventoryActions	item	Contract of sensory clouding
Bl. Blows	Bl. Blows	inventoryActions	item	Contract of bloodied blows
Di. Severance	Di. Severance	inventoryActions	item	Contract of divine severance
Fo. Breath	Fo. Breath	inventoryActions	item	Contract of forfeit breath
Chomp	Chomp	inventoryActions	item	Rotten turnip
Touch	Tocar	inventoryActions	item	Keystone fragment
Breaches	Breaches	inventoryActions	item	Events tool
Events	Events	inventoryActions	item	Events tool
Rummage	Vasculhar	inventoryActions	item	Vale offerings
Hasty-rummage	Vasculhar-logo	inventoryActions	item	Vale offerings
Examine	Examinar	inventoryActions	item	
Remove	Remover	inventoryActions	item	
Add	Adicionar	inventoryActions	item	
Add-5	Adicionar-5	inventoryActions	item	
Add-10	Adicionar-10	inventoryActions	item	
Add-All	Adicionar-Tudo	inventoryActions	item	
Add-X	Adicionar-X	inventoryActions	item	
Use		inventoryActions	item	Tackle box
