english	translation	category	sub_category	source
Let's see how far the rabbit hole goes.	Vamos ver até onde vai a toca do coelho.	examine	item	Magic egg
A mould for making chocolate rabbits.	Um molde para fazer coelhos de chocolate.	examine	item	Rabbit mould
Chocolate kebbit chunks.	Pedaços de kebbit de chocolate.	examine	item	Chocolate chunks
Chocolatey kebbit goodness.	A delícia do kebbit com chocolate.	examine	item	Chocolate kebbit
A rolling egg gathers no moss.	Um ovo rolando não acumula musgo.	examine	item	Easter egg
A number of dripping, waterlogged planks.	Várias tábuas encharcadas e pingando.	examine	item	Damp planks
A log with some squiggles carved into it.	Um tronco com alguns rabiscos esculpidos.	examine	item	Crude carving
Another log with some sort of bird hacked into it.	Outro tronco com algum tipo de pássaro esculpido.	examine	item	Cruder carving
A faded map marking a cross next to a section of the landscape.	Um mapa desbotado marcando uma cruz ao lado de uma seção da paisagem.	examine	item	Sven's last map
Logs taken from the exotic-looking windswept tree.	Troncos retirados de uma árvore exótica e varrida pelo vento.	examine	item	Windswept logs
Brittle. Yellowed. Different.	Frágil. Amarelado. Diferente.	examine	item	Parchment
A salty sword.	Uma espada salgada.	examine	item	Brine sabre
A large rusty key (Used in Olaf's Quest).	Uma grande chave enferrujada (usada na missão de Olaf).	examine	item	Key
Looks like it might still float...	Parece que ainda pode flutuar...	examine	item	Rotten barrel
Eww, a bald rat!	Eca, um rato careca!	examine	item	Brine rat
A piece of ancient goblin armour.	Um pedaço de uma antiga armadura de duende.	examine	item	Armour shard
An ancient goblin object encrusted in dirt.	Um antigo objeto de duende incrustado de sujeira.	examine	item	Artefact
A piece of ancient goblin axe.	Um pedaço de um antigo machado de duende.	examine	item	Axe head
A piece of ancient goblin helmet.	Um pedaço de um antigo elmo de duende.	examine	item	Helmet fragment
A piece of an ancient goblin shield.	Um pedaço de um antigo escudo de duende.	examine	item	Shield fragment
A piece of an ancient goblin sword.	Um pedaço de uma antiga espada de duende.	examine	item	Sword fragment
A powerful looking mace.	Uma maça de aparência poderosa.	examine	item	Mace
Oldak's marvellous Moving-Over-Distance Sphere.	A engenhosa Esfera de Deslocamento à Distância de Oldak.	examine	item	Goblin village sphere
It has ancient goblin symbols on it.	Tem símbolos duendes antigos nela.	examine	item	Ancient mace
Follower obj	Objeto seguidor.	examine	item	Zanik (slice)
Used to make bracelets.	Usado para fazer braceletes.	examine	item	Bracelet mould
Now I can become a potter.	Agora posso me tornar um oleiro.	examine	item	Bracelet of clay
Must be worn as you enter the game to receive the bonus for that game.	Deve ser usado ao entrar no jogo para receber o bônus desse jogo.	examine	item	Castle wars bracelet(3)
It eases diseases!	Alivia doenças!	examine	item	Inoculation bracelet
In case of emergency, wear necklace.	Em caso de emergência, use o colar.	examine	item	Phoenix necklace
Makes using the Abyss just slightly safer.	Torna o uso do Abismo um pouco mais seguro.	examine	item	Abyssal bracelet(5)
This will help me travel.	Isso vai me ajudar a viajar.	examine	item	Skills necklace(4)
You will need to recharge the necklace at the Legends Guild.	Você precisará recarregar o colar na Guilda das Lendas.	examine	item	Skills necklace
A handy way to get around.	Uma maneira prática de se locomover.	examine	item	Combat bracelet(4)
You will need to recharge the bracelet at the Legends Guild.	Você precisará recarregar este bracelete na Guilda das Lendas, a nordeste de Ardougne.	examine	item	Combat bracelet
Makes obsidian weapons even stronger!	Torna as armas de obsidiana ainda mais fortes!	examine	item	Berserker necklace
Yep, this is most definitely valuable!	Sim, isso é definitivamente valioso!	examine	item	Onyx bracelet
Helps to restore Hitpoints.	Ajuda a restaurar pontos de vida.	examine	item	Regen bracelet
A vessel containing water and goutweed.	Um recipiente contendo água e gotadeira.	examine	item	Dream vial (herb)
Potion of Shared Dreaming. One dream for two!	Poção do Sonho Compartilhado. Um sonho para dois!	examine	item	Dream potion
A ground astral rune.	Uma runa astral terrestre.	examine	item	Ground astral rune
An astral rune that has been broken into shards.	Uma runa astral que foi quebrada em cacos.	examine	item	Astral rune shards
A lunar-styled lamp. I wonder what's inside?	Uma lâmpada em estilo lunar. O que será que tem dentro?	examine	item	Dreamy lamp
Perfect for storing heavy things.	Perfeito para guardar coisas pesadas.	examine	item	Cyrisus's chest
A box of Hunter goodies.	Uma caixa com ferramentas de Caçador.	examine	item	Hunter kit
A collection of written news on paper!	Uma coleção de notícias escritas em papel!	examine	item	Newspaper
I can use this to claim a reward from the King, if I get the other half.	Posso usar isso para reivindicar uma recompensa do Rei Roald, se conseguir a outra metade.	examine	item	Half certificate
I can use this to claim a reward from the King, if I get the other half..	Posso usar isso para reivindicar uma recompensa do Rei Roald, se conseguir a outra metade.	examine	item	Half certificate
A roughly-prepared archaeological find ready for cleaning.	Um achado arqueológico sujo, pronto para ser limpo.	examine	item	Uncleaned find
Rusty and very old.	Enferrujado e muito antigo.	examine	item	Arrowheads
Jewellery that looks dusty.	Joias que parecem empoeiradas.	examine	item	Jewellery
Bits of ancient pottery.	Pedaços de cerâmica antiga.	examine	item	Pottery
An old looking coin.	Uma moeda que parece velha.	examine	item	Old coin
A cracked and rusty looking coin.	Uma moeda rachada e enferrujada.	examine	item	Ancient coin
A very old symbol of Saradomin.	Um símbolo muito antigo de Saradomin.	examine	item	Ancient symbol
An old symbol of Saradomin.	Um símbolo antigo de Saradomin.	examine	item	Old symbol
An old vase with Saradominist markings - it has been chipped.	Um vaso antigo com marcas saradoministas — ele está lascado.	examine	item	Old chipped vase
A map of Varrock Museum.	Um mapa do Museu de Varrock.	examine	item	Museum map
A recently-cleaned necklace.	Um colar recém-limpo.	examine	item	Clean necklace
One of Grimgnash's feathers.	Uma das penas de Grimgnash.	examine	item	Griffin feather
The pendant belonging to Miazrqa.	O pingente pertencente a Miazrqa.	examine	item	Miazrqa's pendant
A sheet of music.	Uma partitura.	examine	item	Music sheet
A sturdy helmet belonging to Rupert the Beard.	Um elmo resistente pertencente a Rupert, o Barba.	examine	item	Rupert's helmet
A sturdy helmet that belonged to Rupert the Beard.	Um elmo resistente que pertencia a Rupert, o Barba.	examine	item	Dwarven helmet
A recipe for a shrinking potion.	Uma receita para uma poção encolhedora.	examine	item	Shrinking recipe
A list of tasks for the day.	Uma lista de tarefas para o dia.	examine	item	To-do list
Apparently it shrinks you. Very fast.	Aparentemente, ela encolhe você. Muito rápido.	examine	item	Shrink-me-quick
A shrunk ogleroot! How odd...	Uma raiz doril encolhida! Que estranho...	examine	item	Shrunk ogleroot
A shiny golden goblin. Strange!	Um duende dourado brilhante. Estranho!	examine	item	Golden goblin
A bag of magic beans.	Um saco de feijões mágicos.	examine	item	Magic beans
An arrow made using a dragon's talon.	Uma flecha feita com uma garra de dragão.	examine	item	Dragon arrow
Arrows with dragon heads wrapped in oily cloth.	Flechas com pontas dragônicas envoltas em um pano oleoso.	examine	item	Dragon fire arrow
These dragon-headed arrows are ablaze with fire.	Essas flechas com pontas dragônicas estão em chamas.	examine	item	Dragon fire arrow (lit)
A deadly throwing dart with a dragon tip.	Um dardo mortal com ponta de dragão.	examine	item	Dragon dart
A deadly poisoned dart with a dragon tip.	Um dardo mortal envenenado com ponta de dragão.	examine	item	Dragon dart(p)
A deadly looking dragon dart tip - needs feathers for flight.	Uma ponta de dardo de dragão com aparência mortal — precisa de penas para voar.	examine	item	Dragon dart tip
A bow from a darker dimension.	Um arco de uma dimensão mais sombria.	examine	item	Dark bow
Dragon talons, usable as arrowheads.	Garras de dragão, utilizáveis como pontas de flecha.	examine	item	Dragon arrowtips
Baby impling in a jar. That's a bit cruel.	Pestinha bebê em um frasco. Isso é um pouco cruel.	examine	item	Baby impling jar
A young impling in a jar. Don't trap me, man.	Um Pestinha jovem em um frasco. Não me prenda, cara.	examine	item	Young impling jar
A gourmet impling in a jar.	Um Pestinha gourmet em um frasco.	examine	item	Gourmet impling jar
Earth impling in a jar.	Pestinha da terra em um frasco.	examine	item	Earth impling jar
Essence impling in a jar.	Pestinha essencial em um frasco.	examine	item	Essence impling jar
Eclectic impling in a jar.	Pestinha eclético em um frasco.	examine	item	Eclectic impling jar
Nature impling in a jar.	Pestinha da natureza em um frasco.	examine	item	Nature impling jar
Magpie impling in a jar.	Pestinha magpie em um frasco.	examine	item	Magpie impling jar
Ninja impling in a jar.	Pestinha ninja em um frasco.	examine	item	Ninja impling jar
Dragon impling in a jar.	Pestinha dragão em um frasco.	examine	item	Dragon impling jar
Creates butterfly and impling jars.	Cria borboletas e frascos de Pestinhas.	examine	item	Jar generator
For catching butterflies.	Para capturar borboletas.	examine	item	Magic butterfly net
Imps seem to hate this stuff. Can't say I blame them.	Os Pestinhas parecem odiar isso. Não posso dizer que os culpo.	examine	item	Imp repellent
Omega 3 oil. Good for the brain, not so for the nose.	Óleo ômega 3. Bom para o cérebro, não tão bom para o nariz.	examine	item	Anchovy oil
Fish paste. Urk.	Pasta de peixe. Eca.	examine	item	Anchovy paste
dummy	Manequim	examine	item	Dummy
Lets you easily identify your prey.	Permite identificar facilmente sua presa.	examine	item	Impling scroll
The severed head of the great dragon Elvarg!	A cabeça decepada do grande dragão Elvarg!	examine	item	Elvarg's head
I hope I don't meet any roundheads...	Espero não encontrar nenhum cabeça-redonda...	examine	item	Cavalier mask
Essential mime wear.	Roupa essencial para mímicos.	examine	item	Beret mask
A heavy shield with a snarling, draconic visage.	Um escudo pesado com uma face dracônica rosnando.	examine	item	Dragonfire shield
It looks like this could be attached to a shield somehow.	Parece que isso poderia ser preso a um escudo de alguma forma.	examine	item	Draconic visage
A heavy barbarian Fishing rod.	Uma vara de pescar bárbara pesada.	examine	item	Barbarian rod
Roe, or cheap fishy eggs.	Ovas, ou ovos de peixe baratos.	examine	item	Roe
Caviar, or expensive fishy eggs.	Caviar, ou ovos de peixe caros.	examine	item	Caviar
A sad-looking trout.	Uma truta de aparência triste.	examine	item	Leaping trout
Some non-tasty salmon.	Um salmão sem gosto.	examine	item	Leaping salmon
A bloated sturgeon.	Um esturjão inchado.	examine	item	Leaping sturgeon
Slices of inedible fish.	Fatias de peixe não comestíveis	examine	item	Fish offcuts
Protects your head and looks impressive too.	Protege sua cabeça e também parece impressionante.	examine	item	Dragon full helm
The bones of a barbarian warrior, slain by his fellow adventurers.	Os ossos de um guerreiro bárbaro, morto por seus companheiros aventureiros.	examine	item	Mangled bones
The bones of a barbarian warrior, slain by vile dragons.	Os ossos de um guerreiro bárbaro, morto por dragões vis.	examine	item	Chewed bones
Records from my discoveries beneath the lake.	Registros das minhas descobertas sob o lago.	examine	item	My notes
A record of Otto's instructions to me.	Um registro das instruções que Otto me deu.	examine	item	Barbarian skills
This seems to have been torn from a tome...	Isso parece ter sido arrancado de um tomo...	examine	item	Ancient page
This seems to have been ripped from a diary...	Parece ter sido arrancado de um diário...	examine	item	Ancient page
Was this once a shopping list?	Isso já foi uma lista de compras?	examine	item	Ancient page
A tatty scrap of vellum.	Um pedaço de pergaminho surrado.	examine	item	Ancient page
A historic document or just junk?	Um documento histórico ou apenas lixo?	examine	item	Ancient page
An incomplete record.	Um registro incompleto.	examine	item	Ancient page
Vital or useless?	Vital ou inútil?	examine	item	Ancient page
Some information.	Algumas informações.	examine	item	Ancient page
Written hastily.	Foi escrito às pressas.	examine	item	Ancient page
Fragile parchment.	Pergaminho frágil.	examine	item	Ancient page
Neatly noted.	Anotado com cuidado.	examine	item	Ancient page
Hastily scrawled.	Rabiscado às pressas.	examine	item	Ancient page
The writer needed spelling lessons.	O escritor precisava de aulas de ortografia.	examine	item	Ancient page
I wonder who dropped this.	Eu me pergunto quem deixou isso cair.	examine	item	Ancient page
It may have had an important seal once.	Talvez tivesse um selo importante.	examine	item	Ancient page
Part of someone's homework?	Parte do dever de casa de alguém?	examine	item	Ancient page
Damp and close to disintegration.	Úmido e quase se desintegrando.	examine	item	Ancient page
It looks pretty old.	Parece bem antigo.	examine	item	Ancient page
Lucky they used waterproof ink.	Sorte que usaram tinta à prova d'água.	examine	item	Ancient page
Could a dragon have written this?	Será que um dragão escreveu isso?	examine	item	Ancient page
Tatty.	Surrado.	examine	item	Ancient page
Has both sorts of watermark.	Tem os dois tipos de marca d'água.	examine	item	Ancient page
Smells disgusting.	Cheira mal.	examine	item	Ancient page
Tiny writing.	Letras minúsculas.	examine	item	Ancient page
The paper glows with some odd mould.	O papel brilha com um mofo estranho.	examine	item	Ancient page
A bronze-tipped, one-handed hasta.	Uma hasta de uma mão com ponta de bronze.	examine	item	Bronze hasta
An iron-tipped, one-handed hasta.	Uma hasta de uma mão com ponta de ferro.	examine	item	Iron hasta
A steel-tipped, one-handed hasta.	Uma hasta de uma mão com ponta de aço.	examine	item	Steel hasta
A mithril-tipped, one-handed hasta.	Uma hasta de uma mão com ponta de mithril.	examine	item	Mithril hasta
An adamant-tipped, one-handed hasta.	Uma hasta de uma mão com ponta de adamantium.	examine	item	Adamant hasta
A rune-tipped, one-handed hasta.	Uma hasta de uma mão com ponta de runa.	examine	item	Rune hasta
A poison tipped, one-handed bronze hasta.	Uma hasta de bronze de uma mão com ponta envenenada.	examine	item	Bronze hasta(p)
A karambwan poison-tipped, one-handed bronze hasta.	Uma hasta de bronze de uma mão com ponta envenenada de karambwan.	examine	item	Bronze hasta(kp)
A poison-tipped, one-handed bronze hasta.	Uma hasta de bronze de uma mão com ponta envenenada.	examine	item	Bronze hasta(p++)
A poison-tipped, one-handed iron hasta.	Uma hasta de ferro de uma mão com ponta envenenada.	examine	item	Iron hasta(p)
A karambwan poison-tipped, one-handed iron hasta.	Uma hasta de ferro de uma mão com ponta envenenada de karambwan.	examine	item	Iron hasta(kp)
A poison-tipped, one-handed steel hasta.	Uma hasta de aço de uma mão com ponta envenenada.	examine	item	Steel hasta(p)
A karambwan poison-tipped, one-handed steel hasta.	Uma hasta de aço de uma mão com ponta envenenada com karambwan.	examine	item	Steel hasta(kp)
A poison-tipped, one-handed mithril hasta.	Uma hasta de mithril de uma mão com ponta envenenada.	examine	item	Mithril hasta(p)
A karambwan poison-tipped, one-handed mithril hasta.	Uma hasta de mithril de uma mão com ponta envenenada com karambwan.	examine	item	Mithril hasta(kp)
A poison-tipped, one-handed adamantite hasta.	Uma hasta de adamantita de uma mão com ponta envenenada.	examine	item	Adamant hasta(p)
A karambwan poison-tipped, one-handed adamantite hasta.	Uma hasta de adamantita de uma mão com ponta envenenada com karambwan.	examine	item	Adamant hasta(kp)
A poison-tipped, one-handed rune hasta.	Uma hasta rúnica de uma mão com ponta envenenada.	examine	item	Rune hasta(p)
A karambwan poison-tipped, one-handed rune hasta.	Uma hasta rúnica de uma mão com ponta envenenada de karambwan.	examine	item	Rune hasta(kp)
This vial is half-filled with mashed fish, yuck.	Este frasco está meio cheio de purê de peixe, eca.	examine	item	Fish vial
This vial is filled with mashed fish, yuck.	Este frasco está cheio de purê de peixe, eca.	examine	item	Fish vial
Two doses of fishy Attack potion.	Duas doses de poção de ataque com gosto de peixe.	examine	item	Attack mix(2)
One dose of fishy Attack potion.	Uma dose de poção de ataque com gosto de peixe.	examine	item	Attack mix(1)
Two doses of fishy antipoison potion.	Duas doses de poção antiveneno com gosto de peixe.	examine	item	Antipoison mix(2)
One dose of fishy antipoison potion.	Uma dose de poção antiveneno com gosto de peixe.	examine	item	Antipoison mix(1)
Two doses of fishy Relicym's balm.	Duas doses de bálsamo de Relicym com gosto de peixe.	examine	item	Relicym's mix(2)
One dose of fishy Relicym's balm.	Uma dose de bálsamo de Relicym com gosto de peixe.	examine	item	Relicym's mix(1)
One dose of fishy strength potion.	Uma dose de poção de força com gosto de peixe.	examine	item	Strength mix(1)
Two doses of fishy strength potion.	Duas doses de poção de força com gosto de peixe.	examine	item	Strength mix(2)
Two doses of fishy combat potion.	Duas doses de poção de combate com gosto de peixe.	examine	item	Combat mix(2)
One dose of fishy combat potion.	Uma dose de poção de combate com gosto de peixe.	examine	item	Combat mix(1)
Two doses of fishy restore potion.	Duas doses de poção de restauração com gosto de peixe.	examine	item	Restore mix(2)
One dose of fishy restore potion.	Uma dose de poção de restauração com gosto de peixe.	examine	item	Restore mix(1)
Two doses of fishy energy potion.	Duas doses de poção de energia com gosto de peixe.	examine	item	Energy mix(2)
One dose of fishy energy potion.	Uma dose de poção energética com sabor de peixe.	examine	item	Energy mix(1)
Two doses of fishy Defence potion.	Duas doses de poção de defesa com sabor de peixe.	examine	item	Defence mix(2)
One dose of fishy Defence potion.	Uma dose de poção de defesa com sabor de peixe.	examine	item	Defence mix(1)
Two doses of fishy Agility potion.	Duas doses de poção de agilidade com sabor de peixe.	examine	item	Agility mix(2)
One dose of fishy Agility potion.	Uma dose de poção de agilidade com sabor de peixe.	examine	item	Agility mix(1)
Two doses of fishy Prayer potion.	Duas doses de poção de oração com sabor de peixe.	examine	item	Prayer mix(2)
One dose of fishy Prayer potion.	Uma dose de poção de oração com sabor de peixe.	examine	item	Prayer mix(1)
Two doses of fishy super Attack potion.	Duas doses de poção de superataque com sabor de peixe.	examine	item	Superattack mix(2)
One dose of fishy super Attack potion.	Uma dose de poção de superataque com sabor de peixe.	examine	item	Superattack mix(1)
Two doses of fishy super antipoison potion.	Duas doses de poção superantiveneno com sabor de peixe.	examine	item	Anti-poison supermix(2)
One dose of fishy super antipoison potion.	Uma dose de poção superantiveneno com sabor de peixe.	examine	item	Anti-poison supermix(1)
Two doses of fishy Fishing potion.	Duas doses de poção de pesca com sabor de peixe.	examine	item	Fishing mix(2)
One dose of fishy Fishing potion.	Uma dose de poção de pesca com sabor de peixe.	examine	item	Fishing mix(1)
Two doses of fishy super energy potion.	Duas doses de poção superenergética com sabor de peixe.	examine	item	Super energy mix(2)
One dose of fishy super energy potion.	Uma dose de poção superenergética com sabor de peixe.	examine	item	Super energy mix(1)
Two doses of fishy super Strength potion.	Duas doses de poção superfortalecedora com sabor de peixe.	examine	item	Super str. mix(2)
One dose of fishy super Strength potion.	Uma dose de poção superfortalecedora com sabor de peixe.	examine	item	Super str. mix(1)
Two doses of fishy Magic essence.	Duas doses de essência mágica com sabor de peixe.	examine	item	Magic essence mix(2)
One dose of fishy Magic essence.	Uma dose de essência mágica com sabor de peixe.	examine	item	Magic essence mix(1)
Two doses of fishy super restore potion.	Duas doses de poção superrestauradora com sabor de peixe.	examine	item	Super restore mix(2)
One dose of fishy super restore potion.	Uma dose de poção superrestauradora com sabor de peixe.	examine	item	Super restore mix(1)
Two doses of fishy super Defence potion.	Duas doses de poção superdefensiva com sabor de peixe.	examine	item	Super def. mix(2)
One dose of fishy super Defence potion.	Uma dose de poção superdefensiva com sabor de peixe.	examine	item	Super def. mix(1)
Two doses of fishy extra strength antidote potion.	Duas doses de poção antídoto extraforte com sabor de peixe.	examine	item	Antidote+ mix(2)
One dose of fishy extra strength antidote potion.	Uma dose de poção antídoto extraforte com sabor de peixe.	examine	item	Antidote+ mix(1)
Two doses of fishy anti-firebreath potion.	Duas doses de poção anti-bafo de dragão com sabor de peixe.	examine	item	Antifire mix(2)
One dose of fishy anti-firebreath potion.	Uma dose de poção anti-bafo de dragão com sabor de peixe.	examine	item	Antifire mix(1)
Two doses of fishy ranging potion.	Duas doses de poção de alcance com sabor de peixe.	examine	item	Ranging mix(2)
One dose of fishy ranging potion.	Uma dose de poção de alcance com sabor de peixe.	examine	item	Ranging mix(1)
Two doses of fishy Magic potion.	Duas doses de poção mágica com cheiro de peixe.	examine	item	Magic mix(2)
One dose of fishy Magic potion.	Uma dose de poção mágica com cheiro de peixe.	examine	item	Magic mix(1)
Two doses of fishy Hunter potion.	Duas doses de poção de caçador com cheiro de peixe.	examine	item	Hunting mix(2)
One dose of fishy Hunter potion.	Uma dose de poção de caçador com cheiro de peixe.	examine	item	Hunting mix(1)
Two doses of fishy Zamorak brew.		examine	item	Zamorak mix(2)
One dose of fishy Zamorak brew.		examine	item	Zamorak mix(1)
Doesn't look very useful.	Não parece muito útil.	examine	item	Feather
Educate yourself.	Eduque-se.	examine	item	Book of knowledge
A book that explains the art of crafting items from glass.	Um livro que explica a arte de criar itens de vidro.	examine	item	Glassblowing book
A mage helm from the order of the Void Knights.	Um elmo de mago da ordem dos Cavaleiros do Vácuo.	examine	item	Void mage helm
A ranger helm from the order of the Void Knights.	Um elmo de arqueiro da ordem dos Cavaleiros do Vácuo.	examine	item	Void ranger helm
A melee helm from the order of the Void Knights.	Um elmo de combate corpo a corpo da ordem dos Cavaleiros do Vácuo.	examine	item	Void melee helm
A seal storing the power of the Void Knights.	Um selo que armazena o poder dos Cavaleiros do Vácuo.	examine	item	Void seal(8)
A diary of the famous dwarven explorer, Nestor Peregrine.	Um diário do famoso explorador anão Nestor Peregrine.	examine	item	Explorer's notes
A black helm, too small for your head.	Um elmo preto, pequeno demais para sua cabeça.	examine	item	Black knight helm
A change of address form.	Um formulário de mudança de endereço.	examine	item	Address form
It has something written on it.	Tem algo escrito nele.	examine	item	Scrap paper
I could use this to pick the lock.	Eu poderia usar isso para arrombar a fechadura.	examine	item	Hair clip
For play-fighting.	Para brincadeiras de luta.	examine	item	Beach boxing gloves
A curse has been placed on this warhammer.	Uma maldição foi lançada sobre este martelo de guerra.	examine	item	Cursed goblin hammer
A curse has been placed on this bow.	Uma maldição foi lançada sobre este arco.	examine	item	Cursed goblin bow
A curse has been placed on this magical staff.	Uma maldição foi lançada sobre este cajado mágico.	examine	item	Cursed goblin staff
For use in the Nightmare Zone.	Para uso na Zona dos Pesadelos.	examine	item	Anti-dragon shield (nz)
For use in the Nightmare Zone. Doesn't work for mining.	Para uso na Zona dos Pesadelos. Não funciona para mineração.	examine	item	Rune pickaxe (nz)
4 doses of Super ranging potion.	4 doses de poção do super arqueiro.	examine	item	Super ranging (4)
3 doses of Super ranging potion.	3 doses de poção do super arqueiro.	examine	item	Super ranging (3)
2 doses of Super ranging potion.	2 doses de poção do super arqueiro.	examine	item	Super ranging (2)
1 dose of Super ranging potion.	1 dose de poção do super arqueiro.	examine	item	Super ranging (1)
4 doses of super magic potion.	4 doses de poção de super magia.	examine	item	Super magic potion (4)
3 doses of super magic potion.	3 doses de poção de super magia.	examine	item	Super magic potion (3)
2 doses of super magic potion.	2 doses de poção de super magia.	examine	item	Super magic potion (2)
1 dose of super magic potion.	1 dose de poção de super magia.	examine	item	Super magic potion (1)
4 doses of overload potion.	4 doses de poção de sobrecarga.	examine	item	Overload (4)
3 doses of overload potion.	3 doses de poção de sobrecarga.	examine	item	Overload (3)
2 doses of overload potion.	2 doses de poção de sobrecarga.	examine	item	Overload (2)
1 dose of overload potion.	1 dose de poção de sobrecarga.	examine	item	Overload (1)
4 doses of absorption potion.	4 doses de poção de absorção.	examine	item	Absorption (4)
3 doses of absorption potion.	3 doses de poção de absorção.	examine	item	Absorption (3)
2 doses of absorption potion.	2 doses de poção de absorção.	examine	item	Absorption (2)
1 dose of absorption potion.	1 dose de poção de absorção.	examine	item	Absorption (1)
Contains random herbs.	Contém dez ervas aleatórias.	examine	item	Herb box
This herb box has been opened.	Esta caixa de ervas foi aberta.	examine	item	Open herb box
Use this on a 'Teleport to House' tablet to redirect the tablet.	Use isso em uma tabuleta “Teleportar para casa” para redirecionar a tabuleta.	examine	item	Scroll of redirection
This tablet has been redirected to the Rimmington portal.	Esta tabuleta foi redirecionada para o portal Rimmington.	examine	item	Rimmington teleport
This tablet has been redirected to the Taverley portal.	Esta tabuleta foi redirecionada para o portal de Taverley.	examine	item	Taverley teleport
This tablet has been redirected to the Pollnivneach portal.	Esta tabuleta foi redirecionada para o portal de Pollnivneach.	examine	item	Pollnivneach teleport
This tablet has been redirected to the Rellekka portal.	Esta tabuleta foi redirecionada para o portal de Rellekka.	examine	item	Rellekka teleport
This tablet has been redirected to the Brimhaven portal.	Esta tabuleta foi redirecionada para o portal de Brimhaven.	examine	item	Brimhaven teleport
This tablet has been redirected to the Yanille portal.	Esta tabuleta foi redirecionada para o portal de Yanille.	examine	item	Yanille teleport
This tablet has been redirected to Trollheim.	Esta tabuleta foi redirecionada para Trollheim.	examine	item	Trollheim teleport
A weapon originally developed for Armadyl's forces.	Uma arma originalmente desenvolvida para as forças de Armadyl.	examine	item	Armadyl crossbow
A ghastly weapon with evil origins.	Uma arma medonha com origens malignas.	examine	item	Staff of the dead
Godsword shards 1 and 2.	Fragmentos da Espada Divina 1 e 2.	examine	item	Godsword shards 1 & 2
Godsword shards 1 and 3.	Fragmentos da Espada Divina 1 e 3.	examine	item	Godsword shards 1 & 3
The blade for the ultimate weapon.	A lâmina para a arma suprema.	examine	item	Godsword blade
Godsword shards 2 and 3.	Fragmentos da Espada Divina 2 e 3.	examine	item	Godsword shards 2 & 3
A beautiful, heavy sword.	Uma espada pesada e linda.	examine	item	Armadyl godsword
A brutally heavy sword.	Uma espada brutalmente pesada.	examine	item	Bandos godsword
A gracious, heavy sword.	Uma espada pesada e graciosa.	examine	item	Saradomin godsword
A terrifying, heavy sword.	Uma espada pesada e aterrorizante.	examine	item	Zamorak godsword
Brimming with potential.	Repleta de potencial.	examine	item	Armadyl hilt
A part of the Godsword blade.	Uma parte da lâmina da Espada Divina.	examine	item	Godsword shard 1
An evil spear.	Uma lança maligna.	examine	item	Zamorakian spear
A helmet of great craftsmanship.	Um capacete feito por artesãos habilidosos.	examine	item	Armadyl helmet
Armour of great craftsmanship.	Armadura de grande habilidade artesanal.	examine	item	Armadyl chestplate
A chainskirt of great craftsmanship.	Uma escarcela de malha de excelente acabamento.	examine	item	Armadyl chainskirt
A sturdy chestplate.	Uma couraça resistente.	examine	item	Bandos chestplate
A sturdy pair of tassets.	Um par de escarcelas resistentes.	examine	item	Bandos tassets
Some sturdy boots.	Umas botas resistentes.	examine	item	Bandos boots
The incredible blade of an Icyene.	A incrível lâmina de um Icyene.	examine	item	Saradomin sword
A scroll for Sir Tiffy. It is sealed with a wax insignia.	Um pergaminho para Sir Tiffy. Está selado com um selo de cera.	examine	item	Knight's notes
A scroll for Sir Tiffy. The wax seal is broken.	Um pergaminho para Sir Tiffy. O selo de cera está quebrado.	examine	item	Knight's notes
Aaaarrrghhh, I'm an old-school monster!	Aaaarrrghhh, sou um monstro da velha guarda!	examine	item	Black h'ween mask
It's gone manky.	Está estragado.	examine	item	Rancid turkey
You can exchange these for rewards at the Rogues' Den.	Você pode trocar isso por recompensas no Covil dos Ladrões.	examine	item	Mark of grace
A sign of your grace.	Um sinal da sua graça.	examine	item	Graceful hood
You have graceful legs. How nice.	Você tem pernas graciosas. Que bom.	examine	item	Graceful legs
For your graceful feet.	Para os seus pés graciosos.	examine	item	Graceful boots
A dark hat produced by Shanty Claws.	Um chapéu escuro produzido por Shanty Claws.	examine	item	Black partyhat
A colourful hat produced by Shanty Claws.	Um chapéu colorido produzido por Shanty Claws.	examine	item	Rainbow partyhat
You really don't want to wear it inside-out.	Você realmente não quer usá-lo do avesso.	examine	item	Slayer helmet (i)
A beautifully mounted Slayer gem.	Uma gema de Extermínio lindamente esculpida.	examine	item	Slayer ring (8)
Arrowheads with broad tips.	Pontas de flecha com pontas largas.	examine	item	Broad arrowheads
Crossbow bolts with broad tips.	Setas de besta com pontas largas.	examine	item	Broad bolts
Add feathers to make broad-tipped crossbow bolts.	Adicione penas para fazer flechas de besta com pontas largas.	examine	item	Unfinished broad bolts
A pack containing 100 empty vials.	Um pacote contendo 100 frascos vazios.	examine	item	Empty vial pack
A pack containing 100 vials of water.	Um pacote contendo 100 frascos de água.	examine	item	Water-filled vial pack
A pack containing 100 feathers.	Um pacote contendo 100 penas.	examine	item	Feather pack
A pack containing 100 sets of fishing bait.	Um pacote contendo 100 conjuntos de iscas de pesca.	examine	item	Bait pack
A pack containing 100 broad arrowheads.	Um pacote contendo 100 pontas de flecha largas.	examine	item	Broad arrowhead pack
A pack containing 100 unfinished broad bolts.	Um pacote contendo 100 flechas largas inacabadas.	examine	item	Unfinished broad bolt pack
An evil one-handed spear.	Uma lança maligna de uma mão.	examine	item	Zamorakian hasta
