english	translation	category	sub_category	source
Elemental Workshop I		manual	quest	
Rediscover the knowledge hidden in Seers' Village.	Redescubra conhecimento perdido na Aldeia dos Videntes.	manual	quest	
Elemental Workshop II		manual	quest	
Learn how to equip Mind equipment.	Aprenda como usar equipamentos da Mente.	manual	quest	
Enakhra's Lament		manual	quest	
Gain a Camulet.	Ganhe um Camuleto para teleporte.	manual	quest	
Enchanted Key, The		manual	quest	
The Enchanted Key		manual	quest	
Hunt for hidden treasure using the Enchanted Key.	Cace tesouros bem escondidos com a mágica chave encantada.	manual	quest	
Enlightened Journey		manual	quest	
Gain access to the Balloon transportation.	Desbloqueie o método de transporte de Balões.	manual	quest	
Enter the Abyss		manual	quest	
Gain access to the Abyss.	Ganhe acesso ao Abismo para fazer runas mais eficientemente.	manual	quest	
Ernest the Chicken		manual	quest	
Investigate the whereabouts of Ernest.	Investigue o paradeiro de Ernesto.	manual	quest	
Eyes of Glouphrie, The		manual	quest	
The Eyes of Glouphrie		manual	quest	
Gain a Crystal Saw Seed.	Ganhe uma Semente de Serrote de Cristal.	manual	quest	
Fairytale I - Growing Pains		manual	quest	
Learn how to teleport using Fairy Rings (start Fairytale II).	Aprenda como se teleportar usando Anéis das Fadas (ao iniciar Conto de Fadas II)	manual	quest	
Fairytale II - Cure a Queen		manual	quest	
Investigate what's really going on in Zanaris.	Investigue o que está acontecendo de verdade em Zanaris.	manual	quest	
Family Crest		manual	quest	
Gain Skill-imbued Gauntlets.	Ganhe manoplas que impulsionam habilidades de produção e combate.	manual	quest	
Family Pest		manual	quest	
Gain the ability to own all Skill-imbued Gauntlets.	Melhore as capacidades das manoplas de aço.	manual	quest	
Feud, The		manual	quest	
The Feud		manual	quest	
Learn how to use a Blackjack.	Aprenda a atordoar com cacetetes.	manual	quest	
Fight Arena		manual	quest	
Gain the Khazard armour.	Ganhe a armadura de Khazard.	manual	quest	
Fishing Contest	Concurso de Pesca	manual	quest	
Gain access to White Wolf Mountain Pass.		manual	quest	
Forgettable Tale...		manual	quest	
Forsaken Tower, The		manual	quest	
The Forsaken Tower		manual	quest	
Gain the Lovakengj Memoirs teleport.	Ganhe as memórias de Lovakengj, um método de teleporte.	manual	quest	
Fremennik Exiles, The		manual	quest	
The Fremennik Exiles		manual	quest	
Gain a V's Shield.	Ganhe um escudo do lendário V.	manual	quest	
Fremennik Isles, The		manual	quest	
The Fremennik Isles		manual	quest	
Gain a Helm of Neitiznot.	Ganhe um elmo de Nénão.	manual	quest	
Fremennik Trials, The		manual	quest	
The Fremennik Trials		manual	quest	
Gain great XP in several skills.	Ganhe bastante XP em várias habilidades.	manual	quest	
Garden of Tranquillity		manual	quest	
Gain an Activated Ring of Charos.	Ative seu Anel de Charos.	manual	quest	
General's Shadow, The		manual	quest	
The General's Shadow		manual	quest	
Gain the Shadow Sword.	Ganhe a Espada das Sombras.	manual	quest	
Gertrude's Cat		manual	quest	
Gain a pet Kitten.	Adote um gatinho.	manual	quest	
Getting Ahead		manual	quest	
Help Gordon protect his farm.	Ajude Gordon a proteger sua fazenda.	manual	quest	
Ghosts Ahoy		manual	quest	
Gain access to Ectophial teleportation.	Ganhe acesso ao Ectophial, para teleporte infinito à Porto Phasmatys.	manual	quest	
Giant Dwarf, The		manual	quest	
The Giant Dwarf		manual	quest	
Learn how to travel by minecart.	Aprenda a viajar em vagonetes.	manual	quest	
Goblin Diplomacy		manual	quest	
Investigate the disturbance in Goblin Village.	Seja um diplomata e resolva uma disputa inusitada.	manual	quest	
Golem, The		manual	quest	
The Golem		manual	quest	
Gain access to the Carpet rides to Uzer.	Desbloqueie uma rota de tapete mágico para Uzer.	manual	quest	
Grand Tree, The		manual	quest	
The Grand Tree		manual	quest	
Gain access to the Gnome Glider transportation.	Ganhe acesso à rede de planadores, um método de teleporte eficiente.	manual	quest	
Great Brain Robbery, The		manual	quest	
The Great Brain Robbery		manual	quest	
Gain a Barrelchest Anchor.	Ganhe uma Âncora do Barrilgudo.	manual	quest	
Grim Tales		manual	quest	
Hand in the Sand, The		manual	quest	
The Hand in the Sand		manual	quest	
Gain access to the Wizards' Guild Rune Shop.	Ganhe acesso à loja de runas da Guilda dos Magos.	manual	quest	
Haunted Mine		manual	quest	
Gain a Salve Amulet.	Obtenha um Amuleto da Salvação.	manual	quest	
Hazeel Cult		manual	quest	
Gain the Carnillean armour.	Ganhe a Armadura dos Carnillean	manual	quest	
Heroes' Quest		manual	quest	
Learn how to wield Dragon Battleaxes and Maces.	Aprenda como empunhar machados de batalha dragônicos e maças dragônicas.	manual	quest	
Holy Grail		manual	quest	
Gain great Prayer and Defence XP.	Ganhe bastante XP em Oração e Defesa.	manual	quest	
Horror from the Deep		manual	quest	
Gain a God book.	Ganhe um Livro divino.	manual	quest	
Icthlarin's Little Helper		manual	quest	
Gain access to Sophanem.	Desbloqueie a cidade de Sophanem.	manual	quest	
Imp Catcher		manual	quest	
Gain early game Magic XP.	Concede bom XP de Magia para iniciantes.	manual	quest	
In Aid of the Myreque		manual	quest	
Gain access to the Temple Trekking minigame.	Ganhe acesso ao minijogo Temple Trekking.	manual	quest	
In Search of Knowledge		manual	quest	
Gain an XP Lamp.	Ganhe uma lâmpada de XP.	manual	quest	
In Search of the Myreque		manual	quest	
Start the Myreque storyline.	Compreenda a narrativa dos Myreque.	manual	quest	
Jungle Potion		manual	quest	
Assist Trufitus Shakaya with his ritual.	Ajude Trufitus Shakaya com seu ritual.	manual	quest	
Kingdom Divided, A		manual	quest	
A Kingdom Divided		manual	quest	
Learn how to cast Resurrection spells.	Aprenda como lançar feitiços de Ressuscitamento Arceuus.	manual	quest	
King's Ransom		manual	quest	
Learn how to use the Chivalry and Piety prayers.	Aprenda a usar as orações Bravura e Piedade.	manual	quest	
Knight's Sword, The		manual	quest	
The Knight's Sword		manual	quest	
Gain great Smithing XP.	Ganhe muito XP no início da jornada em Metalurgia.	manual	quest	
Lair of Tarn Razorlor		manual	quest	
Gain an enchanted Salve Amulet.		manual	quest	
Legends' Quest	Missão das Lendas	manual	quest	
Gain access to the Legend's Guild.		manual	quest	
Lost City	A Cidade Perdida	manual	quest	
Gain access to Zanaris.	Ganhe acesso à Zanaris.	manual	quest	
Lost Tribe, The		manual	quest	
The Lost Tribe		manual	quest	
Gain access to the Bone Weapon Shop.	Ganhe acesso à loja de Armas Ósseas.	manual	quest	
Lunar Diplomacy		manual	quest	
Learn how to cast Lunar spells.	Aprenda como lançar feitiços do povo Lunar.	manual	quest	
Mage Arena I		manual	quest	
Unlock the God spells.	Desbloqueie os feitiços divinos.	manual	quest	
Mage Arena II		manual	quest	
Learn how to imbue the God Capes.	Aprenda como imbuir as capas dos Deuses.	manual	quest	
Making Friends with My Arm		manual	quest	
Gain great XP and a disease-free herb patch.	Ganhe bastante XP e um canteiro de ervas imune a doenças.	manual	quest	
Making History		manual	quest	
Help Jorral restore a historic location.	Ajude Jorral a documentar e restaurar um local histórico ameaçado.	manual	quest	
Merlin's Crystal		manual	quest	
Assist King Arthur in Camelot.	Auxilie o Rei Artur em Camelot e torne-se um cavaleiro da Távola Redonda.	manual	quest	
Misthalin Mystery		manual	quest	
Monkey Madness I		manual	quest	
Learn how to wield Dragon Scimitars.	Aprenda como equipar e onde comprar uma cimitarra dragônica.	manual	quest	
Monkey Madness II		manual	quest	
Gain great XP and a Royal Seed Pod.	Ganhe bastante XP e uma melhoria da cápsula com semente para teleporte.	manual	quest	
Monk's Friend		manual	quest	
Gain early game Woodcutting XP.	Ganhe um bom XP para avançar em Corte de Lenha.	manual	quest	
Mountain Daughter		manual	quest	
Help the people of the Mountain Tribe.	Ajude uma tribo de nômades da montanha.	manual	quest	
Mourning's End Part I		manual	quest	
Gain great Hitpoint and Thieving XP.	Ganhe bastante XP em Pontos Vitais e Roubo.	manual	quest	
Mourning's End Part II		manual	quest	
Learn how to craft Death Runes.	Aprenda a criar Runas da Morte.	manual	quest	
Murder Mystery		manual	quest	
Investigate a murder at Sinclair Mansion.	Investigue um assassinato em uma mansão da nobre família Sinclair.	manual	quest	
My Arm's Big Adventure		manual	quest	
Gain access to a disease-free herb patch.	Ganhe acesso a um canteiro de ervas imune a doenças.	manual	quest	
Nature Spirit		manual	quest	
Gain access to Mort Myre and the Nature Altar.	Ganhe acesso ao pântano de Mort Myre e à gruta da natureza.	manual	quest	
Night at the Theatre, A		manual	quest	
A Night at the Theatre		manual	quest	
Experience the Theatre of Blood.	Experimente o Teatro Sangrento.	manual	quest	
Observatory Quest		manual	quest	
Gain an Unholy Symbol Mould.	Receba um molde de Símbolo Profano para treinar Artesanato.	manual	quest	
Olaf's Quest		manual	quest	
Gain access to the Brine Rat Cavern.	Ganhe acesso à caverna dos ratos aquáticos.	manual	quest	
One Small Favour		manual	quest	
Learn how to brew Guthix Rest Tea.	Aprenda como preparar calmantes de Guthix.	manual	quest	
Pirate's Treasure		manual	quest	
Explore a story about buried treasure.	Dê um refresco para Frank Barbarruiva e explore uma história sobre tesouros enterrados.	manual	quest	
Plague City		manual	quest	
Unlock the Ardougne teleport spell.	Desbloqueie o feitiço de teleporte para Ardougne Oriental.	manual	quest	
Porcine of Interest, A		manual	quest	
A Porcine of Interest		manual	quest	
Learn how to hunt Slayer monsters.	Aprenda como exterminar monstros e treinar Extermínio.	manual	quest	
Priest in Peril		manual	quest	
Gain access to Morytania.	Ganhe acesso à Moritânia.	manual	quest	
Prince Ali Rescue		manual	quest	
Unlock Sorceress's Garden and gain free use of the Al Kharid Gate.	Cesse o pagamento de pedágio para entrar em Al-Kharid, e desbloqueie o Jardim da Feiticeira.	manual	quest	
Queen of Thieves, The		manual	quest	
The Queen of Thieves		manual	quest	
Gain the Port Piscarilius Memoirs teleport.	Ganhe o memório de Piscarilius para usar como teleporte.	manual	quest	
Rag and Bone Man I		manual	quest	
Assist the Odd Old Man with a collection.	Ajude o Estranho Ancião com uma coleção esquisita.	manual	quest	
Rag and Bone Man II		manual	quest	
Further assist the Odd Old Man with a collection.	Ajude (novamente) o Estranho Ancião com uma coleção esquisita.	manual	quest	
Ratcatchers		manual	quest	
Learn new cat training methods.	Aprenda métodos novos de treinar seu gato.	manual	quest	
Recipe for Disaster		manual	quest	
Recruitment Drive		manual	quest	
Gain a set of Initiate Armour.	Obtenha um conjunto de Armadura do Iniciado.	manual	quest	
Regicide		manual	quest	
Gain access to Zulrah's Shrine.	Obtenha acesso ao Santuário de Zulrah.	manual	quest	
Restless Ghost, The		manual	quest	
The Restless Ghost		manual	quest	
Gain a Ghostspeak Amulet.	Ganhe um Amuleto do Fantasmês.	manual	quest	
Romeo & Juliet		manual	quest	
Gain Quest Points.	Ganhe Pontos de Missão.	manual	quest	
Roving Elves		manual	quest	
Gain a Crystal Shield or Bow.	Ganhe um escudo ou arco de cristal.	manual	quest	
Royal Trouble		manual	quest	
Gain enhanced rewards from Miscellenia.	Melhore as recompensas recebidas no Reino de Miscelânea.	manual	quest	
Rum Deal		manual	quest	
Gain a Holy Wrench.	Ganhe uma Santa Chave Inglesa.	manual	quest	
Rune Mysteries		manual	quest	
Learn how to mine Rune Essence.	Aprenda a minerar Essência Rúnica.	manual	quest	
Scorpion Catcher		manual	quest	
Help Thormac with a scorpion problem.	Ajude Thormac com um problema envolvendo escorpiões.	manual	quest	
Sea Slug		manual	quest	
Gain access to the Fishing Platform.	Ganhe acesso à Plataforma de Pesca.	manual	quest	
Shades of Mort'ton		manual	quest	
Gain access to the Shades of Mort'ton minigame.	Ganhe acesso ao minijogo Sombras de Mort'ton.	manual	quest	
Shadow of the Storm		manual	quest	
Assist Father Reen against an evil in the desert.	Ajude o Padre Reen contra uma ameaça maligna no Deserto.	manual	quest	
Sheep Herder		manual	quest	
Assist Councillor Halgrive with some sheep.	Auxilie o Conselheiro Halgrive com ovelhas contaminadas.	manual	quest	
Sheep Shearer		manual	quest	
Gain early game Crafting XP.	Ganhe XP no início do treinamento de Artesanato.	manual	quest	
Shield of Arrav		manual	quest	
Investigate the whereabouts of the Shield of Arrav.	Investigue o paradeiro do escuro do herói Arrav.	manual	quest	
Shilo Village		manual	quest	
Gain access to Shilo Village.	Ganhe acesso a Vila Shilo.	manual	quest	
Sins of the Father		manual	quest	
Gain access to Darkmeyer.	Ganhe acesso a Darkmeyer.	manual	quest	
Skippy and the Mogres		manual	quest	
Learn how to fight Mogres.	Aprenda como enfrentar Mogros.	manual	quest	
Slug Menace, The		manual	quest	
The Slug Menace		manual	quest	
Learn how to equip Proselyte Armour.	Aprenda a equipar armadura de Prosélito.	manual	quest	
Song of the Elves		manual	quest	
Gain access to Prifddinas.	Ganhe acesso a capital dos elfos, Prifddinas.	manual	quest	
Soul's Bane, A		manual	quest	
A Soul's Bane		manual	quest	
Help Launa find her family.	Ajude Launa a encontrar seu filho.	manual	quest	
Spirits of the Elid		manual	quest	
Gain access to Nardah's fountain and shrine.	Ganhe acesso à fonte de Nardah e a um altar.	manual	quest	
Swan Song		manual	quest	
Learn how to catch Monkfish.	Aprenda a pescar Tamboris.	manual	quest	
Tai Bwo Wannai Trio		manual	quest	
Learn how to catch and cook Karambwan.	Aprenda como pescar e cozinhar Karambwans.	manual	quest	
Tail of Two Cats, A		manual	quest	
A Tail of Two Cats		manual	quest	
Tale of the Righteous		manual	quest	
Gain the Shayzien Memoirs teleport.	Obtenha o teletransporte Memórias de Shayzien.	manual	quest	
Taste of Hope, A		manual	quest	
A Taste of Hope		manual	quest	
Gain Drakan's Medallion.	Ganhe o Medalhão de Drakan.	manual	quest	
Tears of Guthix		manual	quest	
Gain access to the Tears of Guthix minigame.	Ganhe acesso ao minijogo Lágrimas de Guthix.	manual	quest	
Temple of Ikov		manual	quest	
Throne of Miscellania		manual	quest	
Learn how to manage the Kingdom of Miscellania.	Seja o governante justo de Miscelânea.	manual	quest	
Tourist Trap, The		manual	quest	
The Tourist Trap		manual	quest	
Learn how to smith Darts.	Aprenda a forjar Dardos para arqueiros.	manual	quest	
Tower of Life		manual	quest	
Gain access to the Creature Creation minigame.	Ganhe acesso ao minijogo Criação de Vida.	manual	quest	
Tree Gnome Village		manual	quest	
Gain access to Spirit Tree teleportation.	Aprenda a se teleportar pelas Árvores Espirituais.	manual	quest	
Tribal Totem		manual	quest	
Troll Romance		manual	quest	
Gain a Sled.	Ganhe um Trenó.	manual	quest	
Troll Stronghold		manual	quest	
Gain access to the God Wars Dungeon.	Desbloqueie o acesso à Masmorra da Guerra dos Deuses.	manual	quest	
Underground Pass		manual	quest	
Gain Iban's Staff.	Consiga o cajado de Iban.	manual	quest	
Vampyre Slayer		manual	quest	
Help the people of Draynor Village with a vampyre problem.	Ajude os locais em Draynor contra uma ameaça vampírica.	manual	quest	
Wanted!		manual	quest	
Gain access to the White Knight Armoury.	Ganhe acesso ao equipamento dos Cavaleiros Brancos.	manual	quest	
Watchtower		manual	quest	
Unlock the Watchtower teleport spell.	Desbloqueie o feitiço de teleporte para a Torre de Vigia.	manual	quest	
Waterfall Quest		manual	quest	
Gain great combat XP.	Ganhe bastante XP em Ataque e Força.	manual	quest	
What Lies Below		manual	quest	
Learn a shortcut to the Chaos Altar.	Desbloqueie um atalho para o Templo do Caos.	manual	quest	
Witch's House		manual	quest	
Witch's Potion		manual	quest	
X Marks the Spot		manual	quest	
Learn about Clue Scrolls and Kourend.	Aprenda sobre pergaminhos de dicas e a magnífica Kourend.	manual	quest	
Zogre Flesh Eaters		manual	quest	
Learn how to make Relicym's Balm.	Aprenda a fazer Bálsamos de Relicym.	manual	quest	
Frozen Door, The		manual	quest	
The Frozen Door		manual	quest	
Gain access to Nex in the God Wars Dungeon.	Ganhe acesso ao anjo da morte, Nex, na Masmorra da Guerra dos Deuses.	manual	quest	
Land of the Goblins		manual	quest	
Continue the Dorgeshuun storyline.	Vá mais fundo na origem dos duendes e continue a narrativa dos Dorgeshuun.	manual	quest	
Hopespear's Will		manual	quest	
Gain great Prayer XP.	Ganhe bastante XP em Oração.	manual	quest	
Temple of the Eye		manual	quest	
Gain access to the Guardians of the Rift minigame.	Ganhe acesso ao minijogo de Criação de Runas, Guardiões da Fenda.	manual	quest	
Beneath Cursed Sands		manual	quest	
Gain access to the Tombs of Amascut.	Ganhe acesso às Tumbas de Amascut.	manual	quest	
Sleeping Giants		manual	quest	
Gain access to the Giants' Foundry.	Ganhe acesso à Forja dos Gigantes	manual	quest	
Garden of Death, The		manual	quest	
The Garden of Death		manual	quest	
Uncover the fate of the Old Ones.	Descubra o destino dos Ancestrais.	manual	quest	
Into the Tombs		manual	quest	
Experience the Tombs of Amascut.	Experimente as Tumbas de Amascut.	manual	quest	
Recipe for Disaster Another Cook's Quest		manual	quest	
Recipe for Disaster - Another Cook's Quest		manual	quest	
Gain access to the Culinaromancer's Chest.	Ganhe acesso ao baú do Culinaromante.	manual	quest	
Recipe for Disaster Dwarf		manual	quest	
Recipe for Disaster - Mountain Dwarf		manual	quest	
Gain further access to the Culinaromancer's Chest.	Ganhe acesso maior ao baú do Culinaromante.	manual	quest	
Recipe for Disaster Goblins		manual	quest	
Recipe for Disaster - Wartface & Bentnoze		manual	quest	
Recipe for Disaster Pirate		manual	quest	
Recipe for Disaster - Pirate Pete		manual	quest	
Recipe for Disaster Lumbridge Guide		manual	quest	
Recipe for Disaster - Lumbridge Guide		manual	quest	
Recipe for Disaster Dave		manual	quest	
Recipe for Disaster - Evil Dave		manual	quest	
Recipe for Disaster Uglogwee		manual	quest	
Recipe for Disaster - Skrach Uglogwee		manual	quest	
Recipe for Disaster Amik Varze		manual	quest	
Recipe for Disaster - Sir Amik Varze		manual	quest	
Recipe for Disaster Awowogei		manual	quest	
Recipe for Disaster - King Awowogei		manual	quest	
Recipe for Disaster Culinaromancer		manual	quest	
Recipe for Disaster - Culinaromancer		manual	quest	
Complete the storyline and unlock the Barrows Gloves.	Complete a narrativa e desbloqueie as luvas das catacumbas.	manual	quest	
Secrets of the North		manual	quest	
Uncover the Secrets of the North and unlock a new boss.	Revele os segredos do norte e desbloqueie um novo chefe.	manual	quest	
Desert Treasure II - The Fallen Empire		manual	quest	
Uncover the history of the Fallen Empire and unlock four new bosses.	Revele a história que paira um Império já não existente, e desbloqueie quatro novos chefes.	manual	quest	
His Faithful Servants		manual	quest	
Take on the Barrows Brothers.	Enfrente os Irmãos das Catacumbas.	manual	quest	
Path of Glouphrie, The		manual	quest	
The Path of Glouphrie		manual	quest	
Unlock the Poison Waste Dungeon.	Desbloqueie o calabouço do Brejo Envenenado.	manual	quest	
Children of the Sun		manual	quest	
Gain access to the Kingdom of Varlamore.	Obtenha acesso ao Reino de Varlamore.	manual	quest	
Barbarian Training		manual	quest	
Unlock the strength of a Barbarian.	Aprenda ensinamentos bárbaros para várias habilidades.	manual	quest	
Defender of Varrock		manual	quest	
Defend Varrock from a zombie invasion.	Defenda Varrock de uma invasão zumbi.	manual	quest	
While Guthix Sleeps		manual	quest	
Stop a deadly Mahjarrat from finding an artefact of incomprehensible power.	Impeça que um Mahjarrat poderoso adquira um artefato de poder imensurável.	manual	quest	
Twilight's Promise		manual	quest	
Take your first steps into Varlamore and unlock the Quetzal Transport System.	Dê os primeiros passos em Varlamore e desbloqueie a locomoção via quetzal.	manual	quest	
At First Light		manual	quest	
Learn about the role of the Hunter Guild and unlock higher tier rumours.	Aprenda sobre a Guilda dos Caçadores e receba rumores de mais alto nível.	manual	quest	
Perlious Moons		manual	quest	
Perilous Moons		manual	quest	
Explore an ancient ruin and unlock the Moons of Peril.		manual	quest	
Ribbiting Tale of a Lily Pad Labour Dispute, The		manual	quest	
The Ribbiting Tale of a Lily Pad Labour Dispute		manual	quest	
Solve a ribbiting dispute and gain access to a new Hardwood Farming Patch.		manual	quest	
MQ: Alfred Grimhand's Barcrawl		manual	quest	
MQ: Bear Your Soul		manual	quest	
MQ: Curse of the Empty Lord		manual	quest	
MQ: Daddy's Home		manual	quest	
MQ: The Enchanted Key		manual	quest	
MQ: Enter the Abyss		manual	quest	
MQ: Family Pest		manual	quest	
MQ: The General's Shadow		manual	quest	
MQ: In Search of Knowledge		manual	quest	
MQ: Lair of Tarn Razorlor		manual	quest	
MQ: Mage Arena I		manual	quest	
MQ: Mage Arena II		manual	quest	
MQ: Skippy and the Mogres		manual	quest	
MQ: The Frozen Door		manual	quest	
MQ: Hopespear's Will		manual	quest	
MQ: Into the Tombs		manual	quest	
MQ: His Faithful Servants		manual	quest	
MQ: Barbarian Training		manual	quest	
Free Quests	Missões Gratuitas	manual	quest	
Members' Quests	Missões para Membros	manual	quest	
Miniquests	Minimissões (MQ)	manual	quest	
The Curse of Arrav		manual	quest	
Death on the Isle		manual	quest	
Ethically Acquired Antiquities		manual	quest	
The Heart of Darkness		manual	quest	
Meat and Greet		manual	quest	
A	A	manual	quest	
B	B	manual	quest	
C	C	manual	quest	
D	D	manual	quest	
E	E	manual	quest	
F	F	manual	quest	
G	G	manual	quest	
H	H	manual	quest	
I	I	manual	quest	
J	J	manual	quest	
K	K	manual	quest	
L	L	manual	quest	
M	M	manual	quest	
N	N	manual	quest	
O	O	manual	quest	
P	P	manual	quest	
Q	Q	manual	quest	
R	R	manual	quest	
S	S	manual	quest	
T	T	manual	quest	
U	U	manual	quest	
V	V	manual	quest	
W	W	manual	quest	
X	X	manual	quest	
Y	Y	manual	quest	
Z	Z	manual	quest	
In Progress	Em Andamento	manual	quest	
Not Started	Não Iniciada	manual	quest	
Completed	Completa	manual	quest	
Novice	Iniciante	manual	quest	
Intermediate	Intermediário	manual	quest	
Experienced	Experiente	manual	quest	
Master	Mestre	manual	quest	
Grand Master	Grão-Mestre	manual	quest	
Special	Especial	manual	quest	
Very Short	Muito Curta	manual	quest	
Short	Curta	manual	quest	
Medium	Média	manual	quest	
Long	Longa	manual	quest	
Very Long	Muito Longa	manual	quest	
Camelot	Camelot	manual	quest	
Dorgeshuun	Dorgeshuun	manual	quest	
Dragonkin	Dragonkin	manual	quest	
Elemental Workshop	Oficina Elemental	manual	quest	
Elf	Elfo	manual	quest	
Fairytale	Fadas	manual	quest	
Fremennik	Fremennik	manual	quest	
Gnome	Gnomo	manual	quest	
Kharidian	Kharidiano	manual	quest	
Kourend	Kourend	manual	quest	
Mahjarrat	Mahjarrat	manual	quest	
Miscellania	Miscelânea	manual	quest	
Myreque	Myreque	manual	quest	
Order of Wizards	Ordem dos Magos	manual	quest	
Penguin	Pinguim	manual	quest	
Pirate	Pirata	manual	quest	
Rag and Bone Man	Osso Duro de Roer	manual	quest	
Red Axe	Machado Vermelho	manual	quest	
Temple Knight	Cavaleiro do Templo	manual	quest	
Troll	Troll	manual	quest	
Twilight Emissaries	Emissários do Crep..	manual	quest	
Standalone	Independentes	manual	quest	
Monkeys	Macacos	manual	slayer_mob	
Goblins	Duendes	manual	slayer_mob	
Rats	Ratos	manual	slayer_mob	
Spiders	Aranhas	manual	slayer_mob	
Birds	Aves	manual	slayer_mob	
Cows	Vacas	manual	slayer_mob	
Scorpions	Escorpiões	manual	slayer_mob	
Bats	Morcegos	manual	slayer_mob	
Wolves	Lobos	manual	slayer_mob	
Zombies	Zumbis	manual	slayer_mob	
Skeletons	Esqueletos	manual	slayer_mob	
Ghosts	Fantasmas	manual	slayer_mob	
Bears	Ursos	manual	slayer_mob	
Hill Giants	Gigantes da Colina	manual	slayer_mob	
Ice Giants	Gigantes de Gelo	manual	slayer_mob	
Fire Giants	Gigantes de Fogo	manual	slayer_mob	
Moss Giants	Gigantes de Líquen	manual	slayer_mob	
Trolls	Trolls	manual	slayer_mob	
Ice Warriors	Guerreiros de Gelo	manual	slayer_mob	
Ogres	Ogros	manual	slayer_mob	
Hobgoblins	Trasgos	manual	slayer_mob	
Dogs	Cachorros	manual	slayer_mob	
Ghouls	Carniçais	manual	slayer_mob	
Green Dragons	Dragões Verdes	manual	slayer_mob	
Blue Dragons	Dragões Azuis	manual	slayer_mob	
Red Dragons	Dragões Vermelhos	manual	slayer_mob	
Black Dragons	Dragões Negros	manual	slayer_mob	
Lesser Demons	Demônios Inferiores	manual	slayer_mob	
Greater Demons	Demônios Superiores	manual	slayer_mob	
Black Demons	Demônios Negros	manual	slayer_mob	
Hellhounds	Cães Infernais	manual	slayer_mob	
Shadow Warriors	Guerreiros das Sombras	manual	slayer_mob	
Werewolves	Lobisomens	manual	slayer_mob	
Vampyres	Vampiros	manual	slayer_mob	
Dagannoth	Dagannoth	manual	slayer_mob	
Turoth	Turoth	manual	slayer_mob	
Cave Crawlers	Rastejadores da Caverna	manual	slayer_mob	
Banshees	Banshees	manual	slayer_mob	
Crawling Hands	Mãos Rastejantes	manual	slayer_mob	
Infernal Mages	Magos Infernais	manual	slayer_mob	
Aberrant Spectres	Monstros Espectrais	manual	slayer_mob	
Abyssal Demons	Demônios Abissais	manual	slayer_mob	
Basilisks	Basiliscos	manual	slayer_mob	
Cockatrice	Cocatrizes	manual	slayer_mob	
Kurask	Kurask	manual	slayer_mob	
Gargoyles	Gárgulas	manual	slayer_mob	
Pyrefiends	Pirodemônio	manual	slayer_mob	
Bloodveld	Demônios do Sangue	manual	slayer_mob	
Dust Devils	Diabos do Pó	manual	slayer_mob	
Jellies	Geleias	manual	slayer_mob	
Rockslugs	Lesmas de Rocha	manual	slayer_mob	
Nechryael	Necriel	manual	slayer_mob	
Kalphite	Kalphita	manual	slayer_mob	
Earth Warriors	Guerreiros da Terra	manual	slayer_mob	
Otherworldly Beings	Seres de Outro Mundo	manual	slayer_mob	
Elves	Elfos	manual	slayer_mob	
Dwarves	Anões	manual	slayer_mob	
Bronze Dragons	Dragões de Bronze	manual	slayer_mob	
Iron Dragons	Dragões de Ferro	manual	slayer_mob	
Steel Dragons	Dragões de Aço	manual	slayer_mob	
Wall Beasts	Feras da Parede	manual	slayer_mob	
CaveSlimes	Gosma das Cavernas	manual	slayer_mob	
CaveBugs	Insetos das Cavernas	manual	slayer_mob	
Shades	Sombras	manual	slayer_mob	
Crocodiles	Crocodilos	manual	slayer_mob	
Dark Beasts	Feras Sombrias	manual	slayer_mob	
Mogres	Mogros	manual	slayer_mob	
Lizards	Lagartos	manual	slayer_mob	
Fever Spiders	Aranhas da febre	manual	slayer_mob	
Harpie Bug Swarms	Enxame de mosquissugas	manual	slayer_mob	
Sea Snakes	Cobras do Mar	manual	slayer_mob	
FossilIsland Wyverns	Dragões Alados da Ilha Fóssil	manual	slayer_mob	
Skeletal Wyverns	Dragões Alados Esqueletais	manual	slayer_mob	
Killerwatts	Descargas Eletrizantes	manual	slayer_mob	
Mutated Zygomites	Zigomitas mutantes	manual	slayer_mob	
Icefiends	Demônios do gelo	manual	slayer_mob	
Minotaurs	Minotauros	manual	slayer_mob	
Fleshcrawlers	Rastejadores de Vísceras	manual	slayer_mob	
Catablepon	Catablepon	manual	slayer_mob	
Ankou	Ankou	manual	slayer_mob	
Cave Horrors	Horrores da Caverna	manual	slayer_mob	
Jungle Horrors	Horrores da Selva	manual	slayer_mob	
Goraks	Goraks	manual	slayer_mob	
Suqahs	Suqahs	manual	slayer_mob	
Brine Rats	Ratos Aquáticos	manual	slayer_mob	
Minions of Scabaras	Lacaios de Scabaras	manual	slayer_mob	
Terror Dogs	Cães do Terror	manual	slayer_mob	
Molanisks	Molaniscos	manual	slayer_mob	
Waterfiends	Demônio d'água	manual	slayer_mob	
Spiritual Creatures	Criaturas Espirituais	manual	slayer_mob	
Lizardmen	Homens Lagartos	manual	slayer_mob	
Magic Axes	Machados Animados	manual	slayer_mob	
Mithril Dragons	Dragões de Mithril	manual	slayer_mob	
Adamant Dragons	Dragões de Adamantio	manual	slayer_mob	
Rune Dragons	Dragões de Runita	manual	slayer_mob	
Aviansies	Aviansies	manual	slayer_mob	
Cave Kraken	Kraken da Caverna	manual	slayer_mob	
Smoke Devils	Diabos de Fumaça	manual	slayer_mob	
