english	translation	category	sub_category	source
Runite bolts (unf)	Setas rúnicas (inc)	name	item	Runite bolts (unf)
Silver bolts (unf)	Setas de prata (inc)	name	item	Silver bolts (unf)
Grapple	Arpéu	name	item	Grapple
Mith grapple tip	Arpéu de mithril	name	item	Mith grapple tip
Mith grapple	Arpéu de mithril	name	item	Mith grapple
Bronze limbs	Limbos de bronze	name	item	Bronze limbs
Blurite limbs	Limbos de azulito	name	item	Blurite limbs
Iron limbs	Limbos de ferro	name	item	Iron limbs
Steel limbs	Limbos de aço	name	item	Steel limbs
Mithril limbs	Limbos de mithril	name	item	Mithril limbs
Adamantite limbs	Limbos de adamantio	name	item	Adamantite limbs
Runite limbs	Limbos rúnicos	name	item	Runite limbs
Bolt pouch	Alforje de setas	name	item	Bolt pouch
Bolt mould	Molde de seta	name	item	Bolt mould
Sinew	Tendão	name	item	Sinew
Crossbow string	Corda de balestra	name	item	Crossbow string
Wooden stock	Coronha de madeira	name	item	Wooden stock
Oak stock	Coronha de carvalho	name	item	Oak stock
Willow stock	Coronha de salgueiro	name	item	Willow stock
Teak stock	Coronha de teca	name	item	Teak stock
Maple stock	Coronha de bordo	name	item	Maple stock
Mahogany stock	Coronha de mogno	name	item	Mahogany stock
Yew stock	Coronha de teixo	name	item	Yew stock
Bronze crossbow (u)	Balestra de Bronze (s)	name	item	Bronze crossbow (u)
Blurite crossbow (u)	Balestra de Azulito (s)	name	item	Blurite crossbow (u)
Iron crossbow (u)	Balestra de Ferro (s)	name	item	Iron crossbow (u)
Steel crossbow (u)	Balestra de Aço (s)	name	item	Steel crossbow (u)
Mithril crossbow (u)	Balestra de Mithril (s)	name	item	Mithril crossbow (u)
Adamant crossbow (u)	Balestra de Adamantio (s)	name	item	Adamant crossbow (u)
Runite crossbow (u)	Belestra rúnica (s)	name	item	Runite crossbow (u)
Blurite bar	Barra de azulito	name	item	Blurite bar
Sawdust	Serragem	name	item	Sawdust
Grand seed pod	Cápsula de grande semente	name	item	Grand seed pod
Gnome scarf	Cachecol de gnomo	name	item	Gnome scarf
Gnome goggles	Óculos de gnomo	name	item	Gnome goggles
Mint cake	Bolo de menta	name	item	Mint cake
Aluft aloft box	Caixa Aluft Aloft	name	item	Aluft aloft box
Half made batta	Batta semipreparada	name	item	Half made batta
Tangled toads' legs	Pernas de sapos trançadas	name	item	Tangled toads' legs
Half made bowl	Tigela semipreparada	name	item	Half made bowl
Mixed blizzard	Maravilha do mago misturada	name	item	Mixed blizzard
Mixed sgg	Coquetel verdinho misturado	name	item	Mixed sgg
Mixed blast	Explosão mista	name	item	Mixed blast
Mixed punch	Ponche misturado	name	item	Mixed punch
Mixed special	Especial misto	name	item	Mixed special
Mixed saturday	Choc. saturday misturado	name	item	Mixed saturday
Mixed dragon	Dragão misturado	name	item	Mixed dragon
Half made crunchy	Crocante semipreparado	name	item	Half made crunchy
Dossier	Dossiê	name	item	Dossier
Broken cauldron	Caldeirão quebrado	name	item	Broken cauldron
Magic glue	Cola mágica	name	item	Magic glue
Weird gloop	Gororoba estranha	name	item	Weird gloop
Ground mud runes	Substrato de runas de lama	name	item	Ground mud runes
Hazelmere's book	livro de Hazelmere	name	item	Hazelmere's book
Red circle	Círculo vermelho	name	item	Red circle
Red triangle	Triângulo vermelho	name	item	Red triangle
Red square	Quadrado vermelho	name	item	Red square
Red pentagon	Pentágono vermelho	name	item	Red pentagon
Orange circle	Círculo laranja	name	item	Orange circle
Orange triangle	Triângulo laranja	name	item	Orange triangle
Orange square	Quadrado laranja	name	item	Orange square
Orange pentagon	Pentágono laranja	name	item	Orange pentagon
Yellow circle	Círculo amarelo	name	item	Yellow circle
Yellow triangle	Triângulo amarelo	name	item	Yellow triangle
Yellow square	Quadrado amarelo	name	item	Yellow square
Yellow pentagon	Pentágono amarelo	name	item	Yellow pentagon
Green circle	Círculo verde	name	item	Green circle
Green triangle	Triângulo verde	name	item	Green triangle
Green square	Quadrado verde	name	item	Green square
Green pentagon	Pentágono verde	name	item	Green pentagon
Blue circle	Círculo azul	name	item	Blue circle
Blue triangle	Triângulo azul	name	item	Blue triangle
Blue square	Quadrado azul	name	item	Blue square
Blue pentagon	Pentágono azul	name	item	Blue pentagon
Indigo circle	Círculo cor de anil	name	item	Indigo circle
Indigo triangle	Triângulo cor de anil	name	item	Indigo triangle
Indigo square	Quadrado cor de anil	name	item	Indigo square
Indigo pentagon	Pentágono cor de anil	name	item	Indigo pentagon
Violet circle	Círculo violeta	name	item	Violet circle
Violet triangle	Triângulo violeta	name	item	Violet triangle
Violet square	Quadrado violeta	name	item	Violet square
Violet pentagon	Pentágono violeta	name	item	Violet pentagon
Crystal saw	Serrote de cristal	name	item	Crystal saw
Crystal saw seed	Semente de serrote de cristal	name	item	Crystal saw seed
A handwritten book	Um livro escrito à mão	name	item	A handwritten book
Tyras helm	Elmo de Tyras	name	item	Tyras helm
Daeyalt ore	Minério de Daeyalt	name	item	Daeyalt ore
Vyrewatch top	Camisa do vampiguarda	name	item	Vyrewatch top
Vyrewatch legs	Calças do vampiguarda	name	item	Vyrewatch legs
Vyrewatch shoes	Sapatos do vampiguarda	name	item	Vyrewatch shoes
Citizen top	Camisa de cidadão	name	item	Citizen top
Citizen trousers	Calças de cidadão	name	item	Citizen trousers
Citizen shoes	Sapatos de cidadão	name	item	Citizen shoes
Castle sketch 1	Planta 1 do castelo	name	item	Castle sketch 1
Castle sketch 2	Planta 2 do castelo	name	item	Castle sketch 2
Castle sketch 3	Planta 3 do castelo	name	item	Castle sketch 3
Blood tithe pouch	Alforje do dízimo de sangue	name	item	Blood tithe pouch
Large ornate key	Grande chave adornada	name	item	Large ornate key
Haemalchemy volume 1	Hemalquimia volume 1	name	item	Haemalchemy volume 1
Sealed message	Mensagem lacrada	name	item	Sealed message
Ladder top	Topo da escada	name	item	Ladder top
Tome of experience (3)	Tomo de experiência (3)	name	item	Tome of experience (3)
Tome of experience (2)	Tomo de experiência (2)	name	item	Tome of experience (2)
Tome of experience (1)	Tomo de experiência (1)	name	item	Tome of experience (1)
Useless key	Chave inútil	name	item	Useless key
Proselyte harness m	Conjunto do prosélito m	name	item	Proselyte harness m
Initiate harness m	Conjunto do iniciado m	name	item	Initiate harness m
Proselyte harness f	Conjunto do prosélito f	name	item	Proselyte harness f
Proselyte sallet	Elmo de prosélito	name	item	Proselyte sallet
Proselyte hauberk	Cota de prosélito	name	item	Proselyte hauberk
Proselyte cuisse	Perneiras de prosélito	name	item	Proselyte cuisse
Proselyte tasset	Escarcela de prosélito	name	item	Proselyte tasset
Sea slug glue	Cola de lesma do mar	name	item	Sea slug glue
Commorb v2	Comorbe v2	name	item	Commorb v2
Door transcription	Transcrição de porta	name	item	Door transcription
Dead sea slug	Lesma do mar morta	name	item	Dead sea slug
Page 1	Página 1	name	item	Page 1
Page 2	Página 2	name	item	Page 2
Page 3	Página 3	name	item	Page 3
Fragment 1	Fragmento 1	name	item	Fragment 1
Fragment 2	Fragmento 2	name	item	Fragment 2
Fragment 3	Fragmento 3	name	item	Fragment 3
Blank water rune	Runa da água em branco	name	item	Blank water rune
Blank air rune	Runa do ar em branco	name	item	Blank air rune
Blank earth rune	Runa da terra em branco	name	item	Blank earth rune
Blank mind rune	Runa da mente em branco	name	item	Blank mind rune
Blank fire rune	Runa do fogo em branco	name	item	Blank fire rune
Training sword	Espada de treinamento	name	item	Training sword
Training shield	Escudo de treinamento	name	item	Training shield
Training bow	Arco de treinamento	name	item	Training bow
Training arrows	Flechas de treinamento	name	item	Training arrows
Slashed book	Livro danificado	name	item	Slashed book
Beaten book	Livro danificado	name	item	Beaten book
Crane schematic	Esquema da grua	name	item	Crane schematic
Lever schematic	Esquema da alavanca	name	item	Lever schematic
Crane claw	Garra da grua	name	item	Crane claw
Pipe	Cano	name	item	Pipe
Large cog	Engrenagem grande	name	item	Large cog
Medium cog	Engrenagem média	name	item	Medium cog
Small cog	Engrenagem pequena	name	item	Small cog
Primed bar	Barra preparada	name	item	Primed bar
Primed mind bar	Barra mental preparada	name	item	Primed mind bar
Elemental helmet	Elmo elemental	name	item	Elemental helmet
Mind shield	Escudo mental	name	item	Mind shield
Mind helmet	Elmo mental	name	item	Mind helmet
Desert goat horn	Chifre de bode do deserto	name	item	Desert goat horn
Goat horn dust	Pó de chifre de bode	name	item	Goat horn dust
Combat potion(4)	Poção de combate(4)	name	item	Combat potion(4)
Combat potion(3)	Poção de combate(3)	name	item	Combat potion(3)
Combat potion(2)	Poção de combate(2)	name	item	Combat potion(2)
Combat potion(1)	Poção de combate(1)	name	item	Combat potion(1)
Attack cape	Capa do Ataque	name	item	Attack cape
Attack cape(t)	Capa do Ataque (enf)	name	item	Attack cape(t)
Attack hood	Capuz do Ataque	name	item	Attack hood
Strength cape	Capa da Força	name	item	Strength cape
Strength cape(t)	Capa da Força (enf)	name	item	Strength cape(t)
Strength hood	Capuz da Força	name	item	Strength hood
Defence cape	Capa da Defesa	name	item	Defence cape
Defence cape(t)	Capa da Defesa (enf)	name	item	Defence cape(t)
Defence hood	Capuz da Defesa	name	item	Defence hood
Ranging cape	Capa da Mira	name	item	Ranging cape
Ranging cape(t)	Capa da Mira (enf)	name	item	Ranging cape(t)
Ranging hood	Capuz da Mira	name	item	Ranging hood
Prayer cape	Capa do Devoto	name	item	Prayer cape
Prayer cape(t)	Capa do Devoto (enf)	name	item	Prayer cape(t)
Prayer hood	Capuz do Devoto	name	item	Prayer hood
Magic cape	Capa do Mago	name	item	Magic cape
Magic cape(t)	Capa do Mago (enf)	name	item	Magic cape(t)
Magic hood	Capuz do Mago	name	item	Magic hood
Runecraft cape	Capa das Runas	name	item	Runecraft cape
Runecraft cape(t)	Capa das Runas (enf)	name	item	Runecraft cape(t)
Runecraft hood	Capuz das Runas	name	item	Runecraft hood
Hitpoints cape	Capa de Vida	name	item	Hitpoints cape
Hitpoints cape(t)	Capa de Vida (enf)	name	item	Hitpoints cape(t)
Hitpoints hood	Capuz de Vida	name	item	Hitpoints hood
Agility cape	Capa de agilidade	name	item	Agility cape
Agility cape(t)	Capa de agilidade (enf)	name	item	Agility cape(t)
Agility hood	Capuz da Agilidade	name	item	Agility hood
Herblore cape	Capa de Herbologia	name	item	Herblore cape
Herblore cape(t)	Capa de Herbologia (enf)	name	item	Herblore cape(t)
Herblore hood	Capuz da Herbologia	name	item	Herblore hood
Thieving cape	Capa do Ladrão	name	item	Thieving cape
Thieving cape(t)	Capa do Ladrão (enf)	name	item	Thieving cape(t)
Thieving hood	Capuz do Ladrão	name	item	Thieving hood
Crafting cape	Capa do Artesão	name	item	Crafting cape
Crafting cape(t)	Capa do Artesão (enf)	name	item	Crafting cape(t)
Crafting hood	Capuz do Artesão	name	item	Crafting hood
Fletching cape	Capa do Arqueiro	name	item	Fletching cape
Fletching cape(t)	Capa do Arqueiro (enf)	name	item	Fletching cape(t)
Fletching hood	Capuz do Arqueiro	name	item	Fletching hood
Slayer cape	Capa do Exterminador	name	item	Slayer cape
Slayer cape(t)	Capa do Exterminador (enf)	name	item	Slayer cape(t)
Slayer hood	Capuz do Exterminador	name	item	Slayer hood
Construct. cape	Capa do Construtor	name	item	Construct. cape
Construct. cape(t)	Capa do Construtor (enf)	name	item	Construct. cape(t)
Construct. hood	Capuz do Construtor	name	item	Construct. hood
Mining cape	Capa do Minerador	name	item	Mining cape
Mining cape(t)	Capa do Minerador (enf)	name	item	Mining cape(t)
Mining hood	Capuz do Minerador	name	item	Mining hood
Smithing cape	Capa do Ferreiro	name	item	Smithing cape
Smithing cape(t)	Capa do Ferreiro (enf)	name	item	Smithing cape(t)
Smithing hood	Capuz do Ferreiro	name	item	Smithing hood
Fishing cape	Capa do Pescador	name	item	Fishing cape
Fishing cape(t)	Capa do Pescador (enf)	name	item	Fishing cape(t)
Fishing hood	Capuz do Pescador	name	item	Fishing hood
Cooking cape	Capa do Cozinheiro	name	item	Cooking cape
Cooking cape(t)	Capa do Cozinheiro (enf)	name	item	Cooking cape(t)
Cooking hood	Capuz do Cozinheiro	name	item	Cooking hood
Firemaking cape	Capa da Arte do Fogo	name	item	Firemaking cape
Firemaking cape(t)	Capa da Arte do Fogo (enf)	name	item	Firemaking cape(t)
Firemaking hood	Capuz da Arte do Fogo	name	item	Firemaking hood
Woodcutting cape	Capa do Lenhador	name	item	Woodcutting cape
Woodcut. cape(t)	Capa do Lenhador (enf)	name	item	Woodcut. cape(t)
Woodcutting hood	Capuz do Lenhador	name	item	Woodcutting hood
Farming cape	Capa do Agricultor	name	item	Farming cape
Farming cape(t)	Capa do Agricultor (enf)	name	item	Farming cape(t)
Farming hood	Capuz do Agricultor	name	item	Farming hood
Quest point cape	Capa do Aventureiro	name	item	Quest point cape
Quest point hood	Capuz do Aventureiro	name	item	Quest point hood
Oak cape rack	Cabide de carvalho para capas	name	item	Oak cape rack
Teak cape rack	Cabide de teca para capas	name	item	Teak cape rack
Mahogany cape rack	Cabide de mogno para capas	name	item	Mahogany cape rack
Gilded cape rack	Cabide dourado para capas	name	item	Gilded cape rack
Marble cape rack	Cabide de mármore para capas	name	item	Marble cape rack
Magical cape rack	Cabide mágico para capas	name	item	Magical cape rack
Oak costume box	Caixa de fantasia de carvalho	name	item	Oak costume box
Teak costume box	Caixa de fantasia de teca	name	item	Teak costume box
Mahogany costume box	Caixa de fantasia de mogno	name	item	Mahogany costume box
Oak armour case	Caixa de armadura carvalho	name	item	Oak armour case
Teak armour case	Caixa de armadura de teca	name	item	Teak armour case
Mahogany armour case	Caixa de armadura de mogno	name	item	Mahogany armour case
Carved oak wardrobe	Guarda-roupa de carvalho entalhado	name	item	Carved oak wardrobe
Carved teak wardrobe	Guarda-roupa de teca entalhada	name	item	Carved teak wardrobe
Marble wardrobe	Guarda-roupa de mogno entalhado	name	item	Marble wardrobe
Oak toy box	Caixa de brinquedo de carvalho	name	item	Oak toy box
Teak toy box	Caixa de brinquedo de teca	name	item	Teak toy box
Mahogany toy box	Caixa de brinquedo mogno	name	item	Mahogany toy box
Oak treasure chest	Baú de tesouro de carvalho	name	item	Oak treasure chest
Teak treasure chest	Baú de tesouro de teca	name	item	Teak treasure chest
Mahogany treasure chest	Baú de tesouro de mogno	name	item	Mahogany treasure chest
Costume room	Sala de trajes	name	item	Costume room
Magic cape rack	Cabide mágico para capas	name	item	Magic cape rack
Oak magic wardrobe	Guarda-roupa mágico de carvalho	name	item	Oak magic wardrobe
Carved oak magic wardrobe	Guarda-roupa mágico de carvalho	name	item	Carved oak magic wardrobe
Teak magic wardrobe	Guarda-roupa mágico de teca	name	item	Teak magic wardrobe
Carved teak magic wardrobe	Guarda-roupa mágico de teca entalhado	name	item	Carved teak magic wardrobe
Mahogany magic wardrobe	Guarda-roupa mágico de mogno	name	item	Mahogany magic wardrobe
Gilded magic wardrobe	Guarda-roupa mágico dourado	name	item	Gilded magic wardrobe
Marble magic wardrobe	Guarda-roupa mágico de mármore	name	item	Marble magic wardrobe
M. treasure chest	Baú de tesouro de mogno	name	item	M. treasure chest
Oak fancy dress box	Caixa de fantasia carvalho	name	item	Oak fancy dress box
Teak fancy dress box	Caixa de fantasia de teca	name	item	Teak fancy dress box
Mahogany fancy dress box	Caixa de fantasia de mogno	name	item	Mahogany fancy dress box
Goutweedy lump	Pedaço de gotadeira	name	item	Goutweedy lump
Hardy gout tubers	Muda de gotadeira forte	name	item	Hardy gout tubers
Farming manual	Manual de agricultura	name	item	Farming manual
Sailing book	Livro de navegação	name	item	Sailing book
Ghost buster 500	Caça-fantasmas 500	name	item	Ghost buster 500
White destabiliser	Desestabilizador branco	name	item	White destabiliser
Red destabiliser	Desestabilizador vermelho	name	item	Red destabiliser
Blue destabiliser	Desestabilizador azul	name	item	Blue destabiliser
Green destabiliser	Desestabilizador verde	name	item	Green destabiliser
Yellow destabiliser	Desestabilizador amarelo	name	item	Yellow destabiliser
Black destabiliser	Desestabilizador preto	name	item	Black destabiliser
Evil root	Raiz sinistra	name	item	Evil root
Jack lantern mask	Máscara de Jack Lanterna	name	item	Jack lantern mask
Skeleton boots	Botas de esqueleto	name	item	Skeleton boots
Skeleton gloves	Luvas de esqueleto	name	item	Skeleton gloves
Skeleton leggings	Calças de esqueleto	name	item	Skeleton leggings
Skeleton shirt	Camisa de esqueleto	name	item	Skeleton shirt
Skeleton mask	Máscara de esqueleto	name	item	Skeleton mask
Auguste's sapling	Broto do Auguste	name	item	Auguste's sapling
Balloon structure	Estrutura de balão	name	item	Balloon structure
Origami balloon	Balão de origami	name	item	Origami balloon
Yellow balloon	Balão amarelo	name	item	Yellow balloon
Blue balloon	Balão azul	name	item	Blue balloon
Red balloon	Balão vermelho	name	item	Red balloon
Orange balloon	Balão laranja	name	item	Orange balloon
Green balloon	Balão verde	name	item	Green balloon
Purple balloon	Balão roxo	name	item	Purple balloon
Pink balloon	Balão rosa	name	item	Pink balloon
Black balloon	Balão preto	name	item	Black balloon
Sandbag	Saco de areia	name	item	Sandbag
Bomber jacket	Jaqueta de bombardeiro	name	item	Bomber jacket
Bomber cap	Chapéu de bombardeiro	name	item	Bomber cap
Cap and goggles	Boné e óculos protetores	name	item	Cap and goggles
Old red disk	Velho disco vermelho	name	item	Old red disk
Hunter cape	Capa do Caçador	name	item	Hunter cape
Hunter cape(t)	Capa do Caçador (enf)	name	item	Hunter cape(t)
Hunter hood	Capuz do Caçador	name	item	Hunter hood
Footprint	Pegada	name	item	Footprint
Imp	Diabinho	name	item	Imp
Kebbit	Kebbit	name	item	Kebbit
Crimson swift	Feldipino carmesim	name	item	Crimson swift
Copper longtail	Anu cobre	name	item	Copper longtail
Cerulean twitch	Ceruleano celeste	name	item	Cerulean twitch
Golden warbler	Ave canora dourada	name	item	Golden warbler
Tropical wagtail	Alvéola tropical	name	item	Tropical wagtail
Butterfly	Borboleta	name	item	Butterfly
Giant eagle	Águia gigante	name	item	Giant eagle
Rabbit	Coelho	name	item	Rabbit
Chinchompa	Chinchompa	name	item	Chinchompa
Red chinchompa	Chinchompa vermelha	name	item	Red chinchompa
Raw bird meat	Carne de pássaro crua	name	item	Raw bird meat
Roast bird meat	Carne assada de pássaro	name	item	Roast bird meat
Burnt bird meat	Carne de pássaro queimada	name	item	Burnt bird meat
Skewered bird meat	Carne de pássaro no espeto	name	item	Skewered bird meat
Raw beast meat	Carne de fera crua	name	item	Raw beast meat
Roast beast meat	Carne de fera assada	name	item	Roast beast meat
Burnt beast meat	Carne de fera queimada	name	item	Burnt beast meat
Skewered beast	Fera no espeto	name	item	Skewered beast
Spicy tomato	Tomate apimentado	name	item	Spicy tomato
Spicy minced meat	Picado de carne picante	name	item	Spicy minced meat
Hunter potion(4)	Poção do caçador(4)	name	item	Hunter potion(4)
Hunter potion(3)	Poção do caçador(3)	name	item	Hunter potion(3)
Hunter potion(2)	Poção do caçador(2)	name	item	Hunter potion(2)
Hunter potion(1)	Poção do caçador(1)	name	item	Hunter potion(1)
Bird snare	Arapuca	name	item	Bird snare
Box trap	Armadilha	name	item	Box trap
Butterfly net	Rede de borboleta	name	item	Butterfly net
Butterfly jar	Pote de borboletas	name	item	Butterfly jar
Black warlock	Mago sombrio	name	item	Black warlock
Snowy knight	Cavaleiro da neve	name	item	Snowy knight
Sapphire glacialis	Safira glacialis	name	item	Sapphire glacialis
Ruby harvest	Borboleta safra rubi	name	item	Ruby harvest
Falconer's glove	Luva de falcoeiro	name	item	Falconer's glove
Magic box	Caixa mágica	name	item	Magic box
Imp-in-a-box(2)	Diabinho na caixa(2)	name	item	Imp-in-a-box(2)
Imp-in-a-box(1)	Diabinho na caixa(1)	name	item	Imp-in-a-box(1)
Teasing stick	Vara de provocação	name	item	Teasing stick
Rabbit snare	Armadilha para coelhos	name	item	Rabbit snare
Kyatt legs	Pernas de kyatt	name	item	Kyatt legs
Kyatt top	Túnica de kyatt	name	item	Kyatt top
Kyatt hat	Chapéu de kyatt	name	item	Kyatt hat
Larupia legs	Pernas de larúpia	name	item	Larupia legs
Larupia top	Túnica de larúpia	name	item	Larupia top
Larupia hat	Chapéu de larúpia	name	item	Larupia hat
Graahk legs	Pernas de graahk	name	item	Graahk legs
Graahk top	Túnica de graahk	name	item	Graahk top
Graahk headdress	Cocar graahk	name	item	Graahk headdress
Wood camo top	Túnica de camuflagem do mato	name	item	Wood camo top
Wood camo legs	Pernas de camuflagem do mato	name	item	Wood camo legs
Jungle camo top	Túnica de camuflagem da selva	name	item	Jungle camo top
Jungle camo legs	Pernas de camuflagem da selva	name	item	Jungle camo legs
Desert camo top	Túnica de camuflagem do deserto	name	item	Desert camo top
Desert camo legs	Pernas de camuflagem do deserto	name	item	Desert camo legs
Polar camo top	Túnica de camuflagem polar	name	item	Polar camo top
Polar camo legs	Pernas de camuflagem polar	name	item	Polar camo legs
Spotted cape	Capa de pintas	name	item	Spotted cape
Spottier cape	Capa com mais pintas	name	item	Spottier cape
Gloves of silence	Luvas de gatunagem	name	item	Gloves of silence
Spiky vambraces	Braceleiras pontudas	name	item	Spiky vambraces
Green spiky vambraces	Braceleiras espinh. verdes	name	item	Green spiky vambraces
Blue spiky vambraces	Braceleiras espinhos azuis	name	item	Blue spiky vambraces
Red spiky vambraces	Braceleiras espinhos verm.	name	item	Red spiky vambraces
Black spiky vambraces	Braceleiras espinh. negras	name	item	Black spiky vambraces
Stripy feather	Pena listrada	name	item	Stripy feather
Red feather	Pena vermelha	name	item	Red feather
Blue feather	Pena azul	name	item	Blue feather
Yellow feather	Pena amarela	name	item	Yellow feather
Orange feather	Pena laranja	name	item	Orange feather
Ferret	Furão	name	item	Ferret
Tatty larupia fur	Pele surrada de larúpia	name	item	Tatty larupia fur
Larupia fur	Pele de larúpia	name	item	Larupia fur
Tatty graahk fur	Pele de graahk surrada	name	item	Tatty graahk fur
Graahk fur	Pele de graahk	name	item	Graahk fur
Tatty kyatt fur	Pele de kyatt surrada	name	item	Tatty kyatt fur
Kyatt fur	Pele de kyatt	name	item	Kyatt fur
Kebbit spike	Espinho de kebbit	name	item	Kebbit spike
Long kebbit spike	Espinh. longos de kebbit	name	item	Long kebbit spike
Kebbit teeth	Dentes de kebbit	name	item	Kebbit teeth
Kebbit teeth dust	Pó de dentes de kebbit	name	item	Kebbit teeth dust
Kebbit claws	Garras de kebbit	name	item	Kebbit claws
Dark kebbit fur	Pele de kebbit escuro	name	item	Dark kebbit fur
Polar kebbit fur	Pele de kebbit polar	name	item	Polar kebbit fur
Feldip weasel fur	Pele de doninha feldip	name	item	Feldip weasel fur
Common kebbit fur	Pele de kebbit comum	name	item	Common kebbit fur
Desert devil fur	Pele diabo do deserto	name	item	Desert devil fur
Spotted kebbit fur	Pele de kebbit pintado	name	item	Spotted kebbit fur
Dashing kebbit fur	Pele de kebbit furtivo	name	item	Dashing kebbit fur
Barb-tail harpoon	Arpão de farpas	name	item	Barb-tail harpoon
Strung rabbit foot	Pé de coelho com cordão	name	item	Strung rabbit foot
Rabbit foot	Pé de coelho	name	item	Rabbit foot
Rainbow fish	Peixe arco-íris	name	item	Rainbow fish
Raw rainbow fish	Peixe arco-íris cru	name	item	Raw rainbow fish
Burnt rainbow fish	Peixe arco-íris queimado	name	item	Burnt rainbow fish
Guam tar	Piche de guam	name	item	Guam tar
Marrentill tar	Piche de marrentil	name	item	Marrentill tar
Tarromin tar	Piche de tarromin	name	item	Tarromin tar
Harralander tar	Piche de harralander	name	item	Harralander tar
Orange salamander	Salamandra alaranjada	name	item	Orange salamander
Red salamander	Salamandra vermelha	name	item	Red salamander
Black salamander	Salamandra negra	name	item	Black salamander
Swamp lizard	Lagarto do pântano	name	item	Swamp lizard
Noose wand	Varinha de laço	name	item	Noose wand
Hunters' crossbow	Balestra de caçadores	name	item	Hunters' crossbow
Kebbit bolts	Setas de kebbit	name	item	Kebbit bolts
Long kebbit bolts	Setas longas de kebbit	name	item	Long kebbit bolts
Eagle feather	Pena de águia	name	item	Eagle feather
Eagle cape	Capa de águia	name	item	Eagle cape
Fake beak	Bico falso	name	item	Fake beak
Bird book	Livro sobre pássaro	name	item	Bird book
Metal feather	Pena de metal	name	item	Metal feather
Silver feather	Pena prateada	name	item	Silver feather
Bronze feather	Pena de bronze	name	item	Bronze feather
Odd bird seed	Ração estranha de pássaro	name	item	Odd bird seed
Feathered journal	Diário de penas	name	item	Feathered journal
Willow comp bow	Arco composto de salgueiro	name	item	Willow comp bow
Yew comp bow	Arco composto de teixo	name	item	Yew comp bow
Magic comp bow	Arco composto mágico	name	item	Magic comp bow
Rune helm (h1)	Elmo rúnico (h1)	name	item	Rune helm (h1)
Rune helm (h2)	Elmo rúnico (h2)	name	item	Rune helm (h2)
Rune helm (h3)	Elmo rúnico (h3)	name	item	Rune helm (h3)
Rune helm (h4)	Elmo rúnico (h4)	name	item	Rune helm (h4)
Rune helm (h5)	Elmo rúnico (h5)	name	item	Rune helm (h5)
Adamant helm (h1)	Elmo de adamantio (h1)	name	item	Adamant helm (h1)
Adamant helm (h2)	Elmo de adamantio (h2)	name	item	Adamant helm (h2)
Adamant helm (h3)	Elmo de adamantio (h3)	name	item	Adamant helm (h3)
Adamant helm (h4)	Elmo de adamantio (h4)	name	item	Adamant helm (h4)
Adamant helm (h5)	Elmo de adamantio (h5)	name	item	Adamant helm (h5)
Black helm (h1)	Elmo negro (h1)	name	item	Black helm (h1)
Black helm (h2)	Elmo negro (h2)	name	item	Black helm (h2)
Black helm (h3)	Elmo negro (h3)	name	item	Black helm (h3)
Black helm (h4)	Elmo negro (h4)	name	item	Black helm (h4)
Black helm (h5)	Elmo negro (h5)	name	item	Black helm (h5)
Bob's red shirt	Camisa do Bob vermelha	name	item	Bob's red shirt
Bob's blue shirt	Camisa do Bob azul	name	item	Bob's blue shirt
Bob's green shirt	Camisa do Bob verde	name	item	Bob's green shirt
Bob's black shirt	Camisa do Bob preta	name	item	Bob's black shirt
Bob's purple shirt	Camisa do Bob roxa	name	item	Bob's purple shirt
Purple firelighter	Graveto inflamável roxo	name	item	Purple firelighter
White firelighter	Graveto inflamável branco	name	item	White firelighter
White logs	Lenha branca	name	item	White logs
Purple logs	Lenha púrpura	name	item	Purple logs
3rd age range top	Torso de arqueiro da 3a Era	name	item	3rd age range top
3rd age range legs	Calças de arqueiro da 3a Era	name	item	3rd age range legs
3rd age range coif	Coifa de arqueiro da 3a Era	name	item	3rd age range coif
3rd age vambraces	Braceleiras da 3a Era	name	item	3rd age vambraces
3rd age robe top	Manto da 3a Era	name	item	3rd age robe top
3rd age robe	Manto da 3a Era	name	item	3rd age robe
3rd age mage hat	Chapéu de mago da 3a Era	name	item	3rd age mage hat
3rd age amulet	Amuleto da 3a Era	name	item	3rd age amulet
3rd age platelegs	Perneiras da 3a Era	name	item	3rd age platelegs
3rd age platebody	Cota de placa da 3a Era	Cota de placa da Terceira Era	item	3rd age platebody
3rd age full helmet	Elmo completo da 3a Era	name	item	3rd age full helmet
3rd age kiteshield	Escudo ogival da 3a Era	name	item	3rd age kiteshield
Amulet of glory (t4)	Amuleto da glória (t4)	name	item	Amulet of glory (t4)
Amulet of glory (t3)	Amuleto da glória (t3)	name	item	Amulet of glory (t3)
Amulet of glory (t2)	Amuleto da glória (t2)	name	item	Amulet of glory (t2)
Amulet of glory (t1)	Amuleto da glória(t1)	name	item	Amulet of glory (t1)
Amulet of glory (t)	Amuleto da glória (enf)	name	item	Amulet of glory (t)
Strength amulet (t)	Amuleto da força (enf)	name	item	Strength amulet (t)
Amulet of magic (t)	Amuleto de magia (enf)	name	item	Amulet of magic (t)
Zamorak bracers	Braceleiras de Zamorak	name	item	Zamorak bracers
Zamorak d'hide body	Cota de pele de dragão de Zamorak	name	item	Zamorak d'hide body
Zamorak chaps	Perneiras de Zamorak	name	item	Zamorak chaps
Zamorak coif	Coifa de Zamorak	name	item	Zamorak coif
