english	translation	category	sub_category	source
It's a deal. Now, make sure you eat it all up. Cabbage is good for you.		dialogue	Cook (Blue Moon Inn)	Cook
Bah! People these days only appreciate junk food.		dialogue	Cook (Blue Moon Inn)	Cook
Can you give me any free money?		dialogue	Cook (Blue Moon Inn)	Cook
Why should I give you free food?		dialogue	Cook (Blue Moon Inn)	Cook
How dare you? I put a lot of effort into cleaning this kitchen. My daily sweat and elbow-grease keep this kitchen clean!		dialogue	Cook (Blue Moon Inn)	Cook
Oh, just leave me alone.		dialogue	Cook (Blue Moon Inn)	Cook
Very well done, take this.		dialogue	Cook (Blue Moon Inn)	Cook
I distinctly remember you saying you were going to stop talking to me. Yet here you are again, yakking on and on in my earhole when I'm trying to cook! What do you want now?		dialogue	Cook (Jolly Boar Inn)	Cook
What do you want? I'm busy!		dialogue	Cook (Jolly Boar Inn)	Cook
What? No! Go away.		dialogue	Cook (Jolly Boar Inn)	Cook
I don't want to, that's why! Now, leave me alone.		dialogue	Cook (Jolly Boar Inn)	Cook
Yet you keep talking to me!		dialogue	Cook (Jolly Boar Inn)	Cook
Yes, do us both a favour.		dialogue	Cook (Jolly Boar Inn)	Cook
Why do you think I work in a disreputable inn filled with rough scoundrels on the very edge of the Wilderness? I work here because I need the job!		dialogue	Cook (Jolly Boar Inn)	Cook
Like it? It's sucked the warmth and humanity out of me, and I've become a hollow shell holding nothing but anger, misery and gourmet recipes.		dialogue	Cook (Jolly Boar Inn)	Cook
What did you expect to hear? I suppose you expected me to tell you an inspiring story about how working here can teach you to find hope in the darkest places, or how to see the best in everything?		dialogue	Cook (Jolly Boar Inn)	Cook
Bah! I'm not letting it defeat me. Now, let me concentrate on my cooking.		dialogue	Cook (Jolly Boar Inn)	Cook
Ohhh, if you insist...		dialogue	Cook (Jolly Boar Inn)	Cook
What did the half-wit say to the cook?		dialogue	Cook (Jolly Boar Inn)	Cook
[He/She] said 'Can you tell me any good jokes?' Got ya! Hahahaha!		dialogue	Cook (Jolly Boar Inn)	Cook
What am I to do?	O que eu faço agora?!	dialogue	Cook (Lumbridge)	Cook
Oh dear, oh dear, oh dear, I'm in a terrible terrible mess! It's the Duke's birthday today, and I should be making him a lovely big birthday cake.	Ai minha nossa, estou em uma terrível encrenca! Hoje é o aniversário do duque e eu deveria estar fazendo um belo e grande bolo de aniversário usando ingredintes especiais...	dialogue	Cook (Lumbridge)	Cook
I've forgotten to buy the ingredients. I'll never get them in time now. He'll sack me! What will I do? I have four children and a goat to look after. Would you help me? Please?	mas eu esqueci de pegar os ingredientes. Nunca os conseguirei a tempo agora. Ele vai me demitir! O que eu vou fazer? Tenho quatro filhos e um bode para criar! Você me ajuda? Por favor?	dialogue	Cook (Lumbridge)	Cook
Oh thank you, thank you. I need milk, an egg and flour. I'd be very grateful if you can get them for me.	Muito obrigado, obrigado. Eu precisarei de leite, um ovo e farinha. Ficaria muito grato se você os obtivesse para mim.	dialogue	Cook (Lumbridge)	Cook
That's an odd coincidence... Were you planning on making a cake too?	Mas que coincidência estranha... Você também iria assar um bolo?	dialogue	Cook (Lumbridge)	Cook
Well thank you! Hand them over, please.	Bem, obrigado! Passe-os para cá, por favor.	dialogue	Cook (Lumbridge)	Cook
You've brought me everything I need! I am saved! Thank you!	Você me trouxe tudo que preciso! Estou salvo! Obrigado!	dialogue	Cook (Lumbridge)	Cook
I'm afraid not, only the big cheeses get to dine with the Duke.	Receio que não. Somente pessoas de alto escalão podem jantar com o duque.	dialogue	Cook (Lumbridge)	Cook
Maybe, but I won't be holding my breath.	Talvez, mas eu não contaria muito com isso.	dialogue	Cook (Lumbridge)	Cook
There is a Mill fairly close, go North and then West. Mill Lane Mill is just off the road to Draynor. I usually get my flour from there.	Tem um Moinho não tão longe daqui, vá para o norte e depois vire a oeste. O Moinho Mill Lane está na estrada para Draynor. Pego minha farinha lá, normalmente.	dialogue	Cook (Lumbridge)	Cook
Talk to Millie, she'll help, she's a lovely girl and a fine Miller. Make sure you take a pot with you for the flour though, you've got one on you already.		dialogue	Cook (Lumbridge)	Cook
Talk to Millie, she'll help, she's a lovely girl and a fine Miller. Make sure you take a pot with you for the flour though, there should be one on the table in here.		dialogue	Cook (Lumbridge)	Cook
There is a cattle field on the other side of the river, just across the road from the Groats' Farm.		dialogue	Cook (Lumbridge)	Cook
Talk to Gillie Groats, she looks after the Dairy cows - she'll tell you everything you need to know about milking cows!		dialogue	Cook (Lumbridge)	Cook
You'll need an empty bucket for the milk itself. I do see you've got a bucket with you already luckily!		dialogue	Cook (Lumbridge)	Cook
You'll need an empty bucket for the milk itself. The general store just north of the castle will sell you one for a couple of coins.		dialogue	Cook (Lumbridge)	Cook
I normally get my eggs from the Groats' farm, on the other side of the river.		dialogue	Cook (Lumbridge)	Cook
But any chicken should lay eggs.		dialogue	Cook (Lumbridge)	Cook
Fine. I always knew you Adventurer types were callous beasts. Go on your merry way!	Tudo bem. Sempre soube que vocês aventureiros eram arrogantes. Siga o seu caminho!	dialogue	Cook (Lumbridge)	Cook
*sniff* Don't talk to me about cakes...	*fungada* Não me fale sobre bolos...	dialogue	Cook (Lumbridge)	Cook
No, I'm not. The world is caving in around me - I am overcome by dark feelings of impending doom.	Não, não estou. O mundo está desmoronando à minha volta - Estou carregado com sentimentos apocalípticos.	dialogue	Cook (Lumbridge)	Cook
No, that's the worst thing I could do. I'd get in terrible trouble.		dialogue	Cook (Lumbridge)	Cook
That would be nice, but the Duke doesn't allow holidays for core staff.		dialogue	Cook (Lumbridge)	Cook
My wife gets sea sick, and I have an irrational fear of eyepatches. I don't see it working myself.		dialogue	Cook (Lumbridge)	Cook
I know I'm doomed.		dialogue	Cook (Lumbridge)	Cook
Err thank you. It's a pretty ordinary cooks hat really.		dialogue	Cook (Lumbridge)	Cook
Its all standard cook's issue uniform...		dialogue	Cook (Lumbridge)	Cook
I am a real cook! I haven't got time to be chatting about Culinary Fashion. I am in desperate need of help!		dialogue	Cook (Lumbridge)	Cook
How are you getting on with finding the ingredients?		dialogue	Cook (Lumbridge)	Cook
Please get the ingredients quickly. I'm running out of time! The Duke will throw me into the streets!		dialogue	Cook (Lumbridge)	Cook
Thanks for the ingredients you have got so far. Please get the rest quickly - I'm running out of time! The Duke will throw me into the streets!		dialogue	Cook (Lumbridge)	Cook
How is the adventuring going, my friend?		dialogue	Cook (Lumbridge)	Cook
I don't have anything for you to do right now, sorry.		dialogue	Cook (Lumbridge)	Cook
Glad to hear it.		dialogue	Cook (Lumbridge)	Cook
Ah well, at least you keep coming back to life!		dialogue	Cook (Lumbridge)	Cook
Go ahead - it's a very good range. It's easier to use than most other ranges.		dialogue	Cook (Lumbridge)	Cook
Its called the Cook-o-matic 100. It uses a combination of state of the art temperature regulation and magic.		dialogue	Cook (Lumbridge)	Cook
Well, that's what the salesman told us anyway...		dialogue	Cook (Lumbridge)	Cook
Hey, who said you could use that?		dialogue	Cook (Lumbridge)	Cook
I am listening.		dialogue	Cook (Lumbridge)	Cook
I may have some lying around the kitchen, I would gladly give you some milk for the Easter Bunny.		dialogue	Cook (Lumbridge)	Cook
But first you must answer a riddle. If you get it right, I will give you some Hosidius milk.		dialogue	Cook (Lumbridge)	Cook
Are you ready to answer my riddle?		dialogue	Cook (Lumbridge)	Cook
I leave my home only once a year, but do not give any Christmas cheer. Who am I?		dialogue	Cook (Lumbridge)	Cook
I am sorry but that is not quite right.		dialogue	Cook (Lumbridge)	Cook
Talk to me when you're ready to try again.		dialogue	Cook (Lumbridge)	Cook
Congratulations, that's the right answer.		dialogue	Cook (Lumbridge)	Cook
Here is the Hosidius milk I promised.		dialogue	Cook (Lumbridge)	Cook
Filling me with eggs is bad... but I'll make a case for it.		dialogue	Cook (Lumbridge)	Cook
When dark and bitter, drink me warm in the winter.		dialogue	Cook (Lumbridge)	Cook
I am round, yet not a perfect sphere. I can be cracked and not have anything inside. What am I?		dialogue	Cook (Lumbridge)	Cook
You should probably go and give the milk to the Easter Bunny, hop to it. Don't want to keep the Easter Bunny waiting.		dialogue	Cook (Lumbridge)	Cook
Of course I do, try not to spill it this time.		dialogue	Cook (Lumbridge)	Cook
Well done.		dialogue	Cook (Lumbridge)	Cook
I've always wondered how many cannons the castle has. Could you find out for me?		dialogue	Cook (Lumbridge)	Cook
Please tell me how many cannons there are.		dialogue	Cook (Lumbridge)	Cook
Hmm, I don't think that's right.		dialogue	Cook (Lumbridge)	Cook
Cheers!		dialogue	Cook (Lumbridge)	Cook
Oh, what a cute bunny! I didn't realize it was Easter already!		dialogue	Cook (Lumbridge)	Cook
Hmm... Well, I do have a large collection of eggs, but most of them are regular old chicken eggs for making cakes.		dialogue	Cook (Lumbridge)	Cook
Though come to think of it, I might have something...		dialogue	Cook (Lumbridge)	Cook
I have a... 'special' collection of eggs that I keep in the... well... back of my cupboards for very... 'special' occasions.		dialogue	Cook (Lumbridge)	Cook
I don't know if this occasion is special enough, though.		dialogue	Cook (Lumbridge)	Cook
Well, that's me convinced! Let me dig them out for you!		dialogue	Cook (Lumbridge)	Cook
Don't mention it!		dialogue	Cook (Lumbridge)	Cook
Seriously, don't mention it.		dialogue	Cook (Lumbridge)	Cook
There's a sheep pen not too far north of here. You could get some fresh wool if you wanted.		dialogue	Cook (Lumbridge)	Cook
Yes, go to the sheep pen and out of my kitchen...		dialogue	Cook (Lumbridge)	Cook
Oh, you're still here.		dialogue	Cook (Lumbridge)	Cook
Didn't you say you were off to the sheep pen north of here?		dialogue	Cook (Lumbridge)	Cook
Actually, while you're still here, there's something else you can do.		dialogue	Cook (Lumbridge)	Cook
It's the Duke's birthday soon, and I'm running low on ingredients.		dialogue	Cook (Lumbridge)	Cook
Ahem... forget I said anything.		dialogue	Cook (Lumbridge)	Cook
I... well yes, but how else am I supposed to train cooking?		dialogue	Cook (Lumbridge)	Cook
And have the entire castle smelling like Port Sarim? No thank you!		dialogue	Cook (Lumbridge)	Cook
Well, he wanted some funny looking eggs, and they were the funniest I had.		dialogue	Cook (Lumbridge)	Cook
Just be thankful he didn't ask for some fancy milk instead!		dialogue	Cook (Lumbridge)	Cook
I think he said he was going to the sheep pen north of here.		dialogue	Cook (Lumbridge)	Cook
How should I know? You should check in Draynor, maybe you'll find him there.		dialogue	Cook (Lumbridge)	Cook
You're not aristocracy but I suppose you'd do. Do you want a good cook for 3000 coins?		dialogue	Cook (servant)	Cook
I, [sir/madam], am the finest cook in all Gielinor! I can also make good time going to the bank or the sawmill.		dialogue	Cook (servant)	Cook
I used to be the cook for the old Duke of Lumbridge. Visiting dignitaries praised me for my fine banquets!		dialogue	Cook (servant)	Cook
But then someone found a rule that said that only one family could hold that post.		dialogue	Cook (servant)	Cook
Overnight I was fired and replaced by some fool who can't even bake a cake without help!		dialogue	Cook (servant)	Cook
Hmph! I don't work for just anyone, you know! I refuse to work for someone who's below level 30 Construction!		dialogue	Cook (servant)	Cook
Are you having a laugh? No cash up front, no cook.		dialogue	Cook (servant)	Cook
Alright [sir/madam]. I can start work immediately.		dialogue	Cook (servant)	Cook
Oh, what a cute bunny! I didn't realize it was Easter already!		dialogue	Gregg	Cook
Hmm... Well, I do have a large collection of eggs, but most of them are regular old chicken eggs for making cakes.		dialogue	Gregg	Cook
Though come to think of it, I might have something...		dialogue	Gregg	Cook
I have a... 'special' collection of eggs that I keep in the... well... back of my cupboards for very... 'special' occasions.		dialogue	Gregg	Cook
I don't know if this occasion is special enough, though.		dialogue	Gregg	Cook
Well, that's me convinced! Let me dig them out for you!		dialogue	Gregg	Cook
Don't mention it!		dialogue	Gregg	Cook
Seriously, don't mention it.		dialogue	Gregg	Cook
There's a sheep pen not too far north of here. You could get some fresh wool if you wanted.		dialogue	Gregg	Cook
Yes, go to the sheep pen and out of my kitchen...		dialogue	Gregg	Cook
Oh, you're still here.		dialogue	Gregg	Cook
Didn't you say you were off to the sheep pen north of here?		dialogue	Gregg	Cook
Actually, while you're still here, there's something else you can do.		dialogue	Gregg	Cook
It's the Duke's birthday soon, and I'm running low on ingredients.		dialogue	Gregg	Cook
What about Bob?		dialogue	Patty Seer	Cook
Yes, I'd imagine he can! Not to mention, he owes me one!		dialogue	Patty Seer	Cook
Take this to him, it should cover the cost of the repair. You should be able to find him in his shop to the south.		dialogue	Patty Seer	Cook
Can you sell me any food?		dialogue	Cook (Blue Moon Inn)	Cook (Blue Moon Inn)
Alright, I'll buy a cabbage.		dialogue	Cook (Blue Moon Inn)	Cook (Blue Moon Inn)
No thanks, I don't like cabbage.		dialogue	Cook (Blue Moon Inn)	Cook (Blue Moon Inn)
Can you give me any free food?		dialogue	Cook (Blue Moon Inn)	Cook (Blue Moon Inn)
I don't want anything from this horrible kitchen.		dialogue	Cook (Blue Moon Inn)	Cook (Blue Moon Inn)
Can you cook me something?		dialogue	Cook (Jolly Boar Inn)	Cook (Jolly Boar Inn)
Why do you work here?		dialogue	Cook (Jolly Boar Inn)	Cook (Jolly Boar Inn)
Can you tell me any good jokes?		dialogue	Cook (Jolly Boar Inn)	Cook (Jolly Boar Inn)
You receive a bottle of Hosidius milk		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
You've [found a new clue scroll/obtained a casket]!		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
The cook has given you a challenge scroll!		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
The cook has given you [another clue scroll/a casket]!		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
The Cook digs around the back of his cupboards and produces several colourful eggs, giving them to Gregg.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
What's wrong?		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
I'm always happy to help a cook in distress.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Where do I find some flour?		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
How about milk?		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
And eggs? Where are they found?		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
I've got all the information I need. Thanks.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Actually, I know where to find this stuff.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
I can't right now, Maybe later.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Can you make me a cake?		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
You don't look very happy.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
I'd take the rest of the day off if I were you.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Nice hat!		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
I'll get right on it.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Can you remind me how to find these things again?		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Do you have any other quests for me?		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
I am getting strong and mighty.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
I keep on dying.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Can I use your range?		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Talk about Easter.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Yes.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Count Check.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Easter Bunny.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Father Aereck.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Bob.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Santa.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
River Lum.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Sack.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Spider web.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Basket.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Bucket.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Lemon juice.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Beer.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Sewer water.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Butter.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Chocolate.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Easter Egg.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
The Grand Exchange.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Cake.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Potato.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Choc-ice.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
No.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Something else.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Ask about the Easter event.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
Ask about something else.		dialogue	Cook (Lumbridge)	Cook (Lumbridge)
You already have a servant.		dialogue	Cook (servant)	Cook (servant)
You need a second bedroom with a bed for your servant to sleep in.		dialogue	Cook (servant)	Cook (servant)
What can you do?		dialogue	Cook (servant)	Cook (servant)
Tell me about your previous jobs		dialogue	Cook (servant)	Cook (servant)
You're hired!		dialogue	Cook (servant)	Cook (servant)
The simplest thing to cook is raw meat or fish.		dialogue	Cooking tutor	Cooking tutor
Fish can be caught, speak to the fishing tutor south of here in the swamp. Killing cows or chickens will yield raw meat to cook too.		dialogue	Cooking tutor	Cooking tutor
When you have a full inventory of meat or fish, find a range. Look for this icon on your minimap.		dialogue	Cooking tutor	Cooking tutor
You can use your own fire... but it's not as effective and you'll burn more. To build a fire use a tinderbox on logs.		dialogue	Cooking tutor	Cooking tutor
Once you've found your range, click on it. This will bring up a menu of the food you can cook.		dialogue	Cooking tutor	Cooking tutor
When you have a full inventory of cooked food, drop the useless burnt food and find a bank. Look for this symbol on your minimap after climbing the stairs of the Lumbridge Castle to the top. There are numerous banks around the world, all marked with that symbol.		dialogue	Cooking tutor	Cooking tutor
If you're interested in quests, I heard my friend the cook in Lumbridge Castle is in need of a hand. Just talk to him and he'll set you off.		dialogue	Cooking tutor	Cooking tutor
Using a range cuts down the possibility of burning the food. In fact, the range in the Lumbridge Castle is particularly good for some foods, I hear.		dialogue	Cooking tutor	Cooking tutor
Compare the skills you learn to the effort put into making the food and the health that it heals, find a good combination for you.		dialogue	Cooking tutor	Cooking tutor
As you get better and better you'll find that you can cook better food such as pizza! These are very good for healing you when fighting the big monsters.		dialogue	Cooking tutor	Cooking tutor
Of course, you can try making a curry or baked potato if you feel up to it.		dialogue	Cooking tutor	Cooking tutor
Fish and meat of most varieties can be cooked very simply on either a fire or range, expirement which one works for you.		dialogue	Cooking tutor	Cooking tutor
You can brew your own beers using the fermenting vats in either Keldagrim or Port Phasmatys. Use two buckets of water, two handfuls of barley malt, 4 hops of your choice and a pot of ale yeast, then leave to		dialogue	Cooking tutor	Cooking tutor
ferment for a few days!		dialogue	Cooking tutor	Cooking tutor
Simply turn the tap and let the ale flow into the barrel next to the vat, then use empty beer glasses on the barrel.		dialogue	Cooking tutor	Cooking tutor
Baked potatoes are excellent foods and they are healthy too! You'll need to churn some butter and cheese. Look for the churn icon on the minimap. There is a churn in the farm building northwest of Lumbridge.		dialogue	Cooking tutor	Cooking tutor
The nearest dairy cow is north of the nearby water mill. Take buckets of milk with you to the churn and use the milk on the churn to make butter or cheese.		dialogue	Cooking tutor	Cooking tutor
Use a pot of flour with a bucket of awter. You will then get an option to make bread dough, pitta bread dough, pastry dough, or pizza dough. Select pizza or pastry dough.		dialogue	Cooking tutor	Cooking tutor
Use the pastry dough with a pie dish then add your filling such as apple or red berries.		dialogue	Cooking tutor	Cooking tutor
Finally cook your pie by using the unbaked pie on a cooking range. Mmmm...pie.		dialogue	Cooking tutor	Cooking tutor
There's pizza too! Find yourself some tomato and cheese, use on the Pizza dough. Cook the pizza on a range then add any other toppings you want, such as anchovies.		dialogue	Cooking tutor	Cooking tutor
Hello there! Are you interested in hearing all about cooking?		dialogue	Cooking tutor	Cooking tutor
The simplest thing to cook is raw meat or fish. Shrimp can be caught south of here, to the east of Lumbridge Swamp. You could ask the fishing tutor for a net if you have not got one.		dialogue	Cooking tutor	Cooking tutor
Alternatively, you could acquire some raw beef or chicken. You can find cows and chickens north of here. Go over the bridge then follow the path north, you can't miss them!		dialogue	Cooking tutor	Cooking tutor
You could use my range here if you like.		dialogue	Cooking tutor	Cooking tutor
If you wanted to, my friend the cook in Lumbridge Castle has a range you could use. You might find you burn even less on that range as its top notch.		dialogue	Cooking tutor	Cooking tutor
Alternatively, you can use your own fire, but it's not as effective and the food will burn more frequently. To make a fire, use a tinderbox on some logs.		dialogue	Cooking tutor	Cooking tutor
Once you've found your range or fire, use your raw food on it. This will bring up a menu of the food you can cook. Then select the food you want.		dialogue	Cooking tutor	Cooking tutor
When you have a full inventory of cooked food, drop the useless burnt food and find a bank.		dialogue	Cooking tutor	Cooking tutor
Look for this symbol on your minimap after climbing the stairs of the Lumbridge Castle to the top. There are numerous banks around the world, all marked with that symbol.		dialogue	Cooking tutor	Cooking tutor
Is there anything else you want to know?		dialogue	Cooking tutor	Cooking tutor
Many things! You can cook anything from fish to poultry. You could try your hand at making baked potatoes or even brew some of the good stuff.		dialogue	Cooking tutor	Cooking tutor
What would you like to hear about?		dialogue	Cooking tutor	Cooking tutor
Fish and meat of most varieties can be cooked very simply on either a fire or range, experiment which one works for you.		dialogue	Cooking tutor	Cooking tutor
You might find that when killing monsters, they drop some raw meat for you to cook.		dialogue	Cooking tutor	Cooking tutor
Some of them might have hidden properties. Such as anglerfish, but you will find it hard getting hold of any of them at this time.		dialogue	Cooking tutor	Cooking tutor
Most of the time, cooking meat and fish requires nothing else but a range or fire. More complicated dishes might require specialized equipment.		dialogue	Cooking tutor	Cooking tutor
Would you like to hear about anything else I mentioned?		dialogue	Cooking tutor	Cooking tutor
You can brew your own beers using the fermenting vats in either Keldagrim or Port Phasmatys.		dialogue	Cooking tutor	Cooking tutor
You might find it hard getting to these places but you can always buy beer at any pub. Some pubs sell unique beers too.		dialogue	Cooking tutor	Cooking tutor
Baked potatoes are a more advanced food and are healthy too!		dialogue	Cooking tutor	Cooking tutor
They require many different ingredients to make, such as butter and vegetables, but you will find it hard to acquire the ingredients needed.		dialogue	Cooking tutor	Cooking tutor
Use a pot of flour with a bucket of water. You will then need to make some pastry dough.		dialogue	Cooking tutor	Cooking tutor
Use the pastry dough with a pie dish to get a pie shell, then add your choice of filling such as apples or red berries.		dialogue	Cooking tutor	Cooking tutor
Next, we have pizza. You will first need to make yourself a pizza base, use a pot of flour with a bucket of water and make a pizza base.		dialogue	Cooking tutor	Cooking tutor
Now you will need to get yourself a tomato and some cheese. Use the tomato on the pizza base and then use the cheese. Cook the uncooked pizza base and there you have yourself a plain pizza.		dialogue	Cooking tutor	Cooking tutor
If you want to, you could add yourself a topping to the pizza too. Why not try some anchovies?		dialogue	Cooking tutor	Cooking tutor
Well, just come back any time you want to know how to cook up a storm!		dialogue	Cooking tutor	Cooking tutor
Some foods have hidden properties. Anglerfish can provide you with an overheal effect where you have a few more hitpoints than your level. The higher your hitpoints the better the boost.		dialogue	Cooking tutor	Cooking tutor
Use two buckets of water, two handfuls of barley malt, 4 hops of your choice and a pot of ale yeast, then leave to ferment for a few days!		dialogue	Cooking tutor	Cooking tutor
Baked potatoes are excellent foods and they are healthy too!		dialogue	Cooking tutor	Cooking tutor
You'll need to churn some butter and cheese. Look for the churn icon on the minimap. There is a churn in the farm building northwest of Lumbridge.		dialogue	Cooking tutor	Cooking tutor
Now you will need to pick your topping if you want one. Get yourself a boweland create the perfect topping. Then put the topping onto the potato.		dialogue	Cooking tutor	Cooking tutor
Some pies might even be able to boost some of your skills, be it temporarily.		dialogue	Cooking tutor	Cooking tutor
Hello there Zanik! How can I help?		dialogue	Cooking tutor	Cooking tutor
All sorts of foods! There are lots of kinds of fish, and there are stews, pizzas, bread, baked potatoes...		dialogue	Cooking tutor	Cooking tutor
I'm sure you'll like them! What about you, [player name] Can I help you?		dialogue	Cooking tutor	Cooking tutor
Can you teach me the basics of cooking please?		dialogue	Cooking tutor	Cooking tutor
I already know the basics of cooking. Got any tips?		dialogue	Cooking tutor	Cooking tutor
Any advice for an advanced chef?		dialogue	Cooking tutor	Cooking tutor
Tell me about different food I can make.		dialogue	Cooking tutor	Cooking tutor
Fish and Meat		dialogue	Cooking tutor	Cooking tutor
Brewing		dialogue	Cooking tutor	Cooking tutor
Vegetables		dialogue	Cooking tutor	Cooking tutor
Pies and Pizza		dialogue	Cooking tutor	Cooking tutor
Go back to teaching		dialogue	Cooking tutor	Cooking tutor
Goodbye.		dialogue	Cooking tutor	Cooking tutor
How can I train my cooking?		dialogue	Cooking tutor	Cooking tutor
What kinds of things can I cook?		dialogue	Cooking tutor	Cooking tutor
Tell me about Fish and Meat.		dialogue	Cooking tutor	Cooking tutor
Tell me about Brewing.		dialogue	Cooking tutor	Cooking tutor
Tell me about Vegetables.		dialogue	Cooking tutor	Cooking tutor
Tell me about Pies and Pizzas.		dialogue	Cooking tutor	Cooking tutor
No, thank you.		dialogue	Cooking tutor	Cooking tutor
It seems we have a real master chef in our mists. Maybe you should be the one giving me cooking advice.		dialogue	Cooking tutor	Cooking tutor
If you feel up to the task, you could try your hand at making pizza. A pizza is comprised of flour with water/ Put some tomato on there, sprinkle on some cheese then cook it. You might consider adding a topping too.		dialogue	Cooking tutor	Cooking tutor
Potatoes are another great food, but I won't go into much detail about those I'm afraid.		dialogue	Cooking tutor	Cooking tutor
Get out of my way stinky! I've got stew to make!		dialogue	Cooky Weasel	Cooky Weasel
What do you want, stinky?		dialogue	Cooky Weasel	Cooky Weasel
Yes I am. Cooky Weasel to you. Finest cook this side of, well, pick an object - or a concept - or a location! I'm the best cook any side of anything what you can think of!		dialogue	Cooky Weasel	Cooky Weasel
Hole?! This is a fine establishment. At least it was until you stank it up.		dialogue	Cooky Weasel	Cooky Weasel
What was that?		dialogue	Cooky Weasel	Cooky Weasel
Wheeler sent you eh? Hmm... Why would I give you my good carrots? Thems for roasting with honey, not for stinking up with your grubby mitts.		dialogue	Cooky Weasel	Cooky Weasel
Oh! Well why didn't you say so? Smells like a good idea to me. If anyone deserves some good juice, it's him!		dialogue	Cooky Weasel	Cooky Weasel
Smells like you don't have space for these wonderful carrots. Clear some room and come back when you can handle the veggies!		dialogue	Cooky Weasel	Cooky Weasel
There's 3 fancy carrots for you, stinky. Now go and get that juice made before your stench rots 'em!		dialogue	Cooky Weasel	Cooky Weasel
You've managed to make carrot juice? Surprising, and it doesn't seem to stink. Almost unbelievable!		dialogue	Cooky Weasel	Cooky Weasel
Smells to me like you've already got enough of my fancy carrots. Go away!		dialogue	Cooky Weasel	Cooky Weasel
What are you after now?		dialogue	Cooky Weasel	Cooky Weasel
You weren't nibbling at them were you? I bet you were thinking about it.		dialogue	Cooky Weasel	Cooky Weasel
Yeah right. Here, take 'em. Take all of my lovely carrots! Just make sure the Easter Bunny gets his juice this time.		dialogue	Cooky Weasel	Cooky Weasel
You've been eating the carrots! I can smell 'em on your breath! You big stinking piggy!		dialogue	Cooky Weasel	Cooky Weasel
Take these carrots and get out of my sight.		dialogue	Cooky Weasel	Cooky Weasel
You've got orange stains around your mouth!		dialogue	Cooky Weasel	Cooky Weasel
YOU WHAT?!? You DRANK the juice that you made for the Easter Bunny?		dialogue	Cooky Weasel	Cooky Weasel
Oh for... Please use these carrots for their intended purpose.		dialogue	Cooky Weasel	Cooky Weasel
YOU WHAT?!? You're a real piece of work. Do you think these carrots grow on trees?		dialogue	Cooky Weasel	Cooky Weasel
Well they don't. They grow underground. And they're expensive. So either help the Easter Bunny, or stop wasting my stock!		dialogue	Cooky Weasel	Cooky Weasel
I'm glad to hear it.		dialogue	Cooky Weasel	Cooky Weasel
Now clear off!		dialogue	Cooky Weasel	Cooky Weasel
